zone_map_id,restaurant_id,zone_id,delivery_time_estimate,fee_override,active_status,assigned_by,last_updated,comments,priority
ZMAP001046,Olive_82691,ZONE00170,57,,True,ADMIN02584,2022-02-15,High demand area,Medium
ZMAP001047,Red_536,ZONE01654,59,,False,ADMIN02698,2024-02-18,Fast delivery available,Medium
ZMAP001048,Chili's_15099,ZONE06058,22,7.43,True,ADMIN02644,2021-09-17,Fast delivery available,Medium
ZMAP001049,Red_26536,ZONE00530,43,,False,ADMIN02336,2020-01-12,High demand area,Low
ZMAP001050,Chipotle_64712,ZONE03895,38,,False,ADMIN02275,2022-06-03,Newly added zone,Low
ZMAP001051,Outback_14885,ZONE06554,42,0.54,True,ADMIN02401,2020-08-24,Premium delivery zone,High
ZMAP001052,Red_93336,ZONE08688,35,,False,ADMIN02671,2020-03-31,Fast delivery available,High
ZMAP001053,Olive_43291,ZONE00784,48,,False,ADMIN02660,2021-09-30,Fast delivery available,Medium
ZMAP001054,P.F._2193,ZONE00229,31,,False,ADMIN02849,2020-06-25,Low delivery fee zone,High
ZMAP001055,Panera_95678,ZONE04448,55,3.48,True,ADMIN02628,2020-12-26,Premium delivery zone,Low
ZMAP001056,Olive_77821,ZONE00937,34,6.79,True,ADMIN02807,2020-04-14,Newly added zone,Low
ZMAP001057,Red_91076,ZONE02500,55,,False,ADMIN02745,2020-07-20,Premium delivery zone,Medium
ZMAP001058,Chipotle_51932,ZONE06909,23,,False,ADMIN02222,2021-04-24,Low delivery fee zone,Medium
ZMAP001059,The_43290,ZONE06008,31,6.47,False,ADMIN02256,2020-02-19,High demand area,Low
ZMAP001060,Chili's_38079,ZONE04333,56,,False,ADMIN02292,2021-05-14,Premium delivery zone,Medium
ZMAP001061,Red_84556,ZONE09101,28,,True,ADMIN02540,2022-04-18,Fast delivery available,Low
ZMAP001062,Panera_63328,ZONE08827,29,,True,ADMIN02494,2022-07-31,Newly added zone,Medium
ZMAP001063,Texas_21987,ZONE04416,35,,True,ADMIN02138,2022-10-03,High demand area,Low
ZMAP001064,Outback_40365,ZONE09711,15,,True,ADMIN02542,2022-01-17,Newly added zone,Medium
ZMAP001065,Outback_63915,ZONE06388,31,,False,ADMIN02540,2023-12-05,Premium delivery zone,High
ZMAP001066,Olive_21291,ZONE04809,45,,False,ADMIN02044,2020-01-26,Fast delivery available,Medium
ZMAP001067,Panera_33708,ZONE06992,45,2.47,True,ADMIN02119,2022-01-19,Fast delivery available,Medium
ZMAP001068,Buffalo_74564,ZONE09283,45,4.61,True,ADMIN02140,2020-03-30,Fast delivery available,High
ZMAP001069,Chipotle_58672,ZONE02106,48,7.21,True,ADMIN02657,2022-09-15,Premium delivery zone,Medium
ZMAP001070,Chipotle_28782,ZONE06216,26,2.63,True,ADMIN02529,2024-06-16,High demand area,Low
ZMAP001071,Olive_63721,ZONE00752,45,,False,ADMIN02839,2023-09-05,Premium delivery zone,High
ZMAP001072,P.F._40293,ZONE03406,23,5.95,True,ADMIN02404,2024-03-22,Fast delivery available,High
ZMAP001073,Outback_58505,ZONE04621,52,9.48,False,ADMIN02847,2021-11-09,Newly added zone,High
ZMAP001074,Buffalo_85584,ZONE01416,22,6.19,False,ADMIN02572,2021-07-20,High demand area,Low
ZMAP001075,Outback_70865,ZONE00995,50,0.15,True,ADMIN02062,2023-02-15,Premium delivery zone,High
ZMAP001076,Buffalo_69864,ZONE06106,57,,False,ADMIN02292,2024-05-31,Premium delivery zone,Medium
ZMAP001077,P.F._42373,ZONE04340,42,,True,ADMIN02029,2023-06-09,Fast delivery available,Medium
ZMAP001078,Outback_64695,ZONE06348,60,0.82,True,ADMIN02264,2024-03-18,Newly added zone,High
ZMAP001079,Buffalo_1684,ZONE09642,39,,True,ADMIN02636,2023-02-13,Newly added zone,High
ZMAP001080,Chipotle_91422,ZONE05740,34,,False,ADMIN02139,2023-05-18,High demand area,High
ZMAP001081,Red_90126,ZONE05102,40,3.11,True,ADMIN02008,2020-03-06,Newly added zone,Low
ZMAP001082,Chili's_47139,ZONE01504,18,,True,ADMIN02808,2020-05-06,Newly added zone,Low
ZMAP001083,Chipotle_62232,ZONE02682,27,,True,ADMIN02078,2020-11-23,Premium delivery zone,High
ZMAP001084,Buffalo_99864,ZONE05282,36,,False,ADMIN02734,2023-03-10,High demand area,Medium
ZMAP001085,Olive_59381,ZONE01807,25,6.0,True,ADMIN02715,2022-08-24,High demand area,High
ZMAP001086,Panera_17688,ZONE00081,31,,False,ADMIN02333,2022-07-18,Low delivery fee zone,High
ZMAP001087,Panera_34328,ZONE02670,23,,False,ADMIN02438,2024-11-23,Low delivery fee zone,Low
ZMAP001088,Texas_95077,ZONE08438,50,8.07,True,ADMIN02675,2023-08-20,Low delivery fee zone,Medium
ZMAP001089,Panera_57948,ZONE07089,37,1.61,False,ADMIN02717,2024-11-26,Newly added zone,High
ZMAP001090,Chipotle_89432,ZONE00434,48,,False,ADMIN02966,2021-10-12,Premium delivery zone,Low
ZMAP001091,Texas_95347,ZONE03171,59,,True,ADMIN02325,2024-04-19,High demand area,High
ZMAP001092,Buffalo_95034,ZONE09596,39,,False,ADMIN02007,2021-05-30,Fast delivery available,Low
ZMAP001093,Outback_5605,ZONE04434,29,,False,ADMIN02113,2021-05-15,Low delivery fee zone,High
ZMAP001094,Buffalo_21094,ZONE01814,45,2.56,True,ADMIN02380,2024-06-07,Premium delivery zone,High
ZMAP001095,Outback_92365,ZONE01948,48,,True,ADMIN02603,2022-02-22,Fast delivery available,Medium
ZMAP001096,Chili's_87259,ZONE00520,24,,False,ADMIN02660,2022-12-01,High demand area,High
ZMAP001097,Buffalo_10124,ZONE01592,15,,True,ADMIN02625,2024-08-20,High demand area,Medium
ZMAP001098,Chipotle_90932,ZONE03932,55,2.04,True,ADMIN02330,2021-04-07,Newly added zone,Low
ZMAP001099,Outback_78725,ZONE00426,16,6.3,False,ADMIN02813,2021-05-04,Fast delivery available,High
ZMAP001100,Chipotle_21382,ZONE06852,26,,True,ADMIN02837,2023-11-23,High demand area,Low
ZMAP001101,Chipotle_35552,ZONE07554,32,8.16,False,ADMIN02786,2020-09-29,Low delivery fee zone,Low
ZMAP001102,Outback_11425,ZONE02450,55,,False,ADMIN02541,2021-10-15,High demand area,High
ZMAP001103,Olive_30261,ZONE02357,31,5.93,False,ADMIN02728,2020-10-15,Fast delivery available,Low
ZMAP001104,Panera_81128,ZONE03466,47,,False,ADMIN02505,2023-02-13,Newly added zone,Low
ZMAP001105,Red_30676,ZONE08152,16,7.62,True,ADMIN02307,2022-02-08,Fast delivery available,Low
ZMAP001106,Panera_50088,ZONE00478,21,,False,ADMIN02835,2023-11-10,High demand area,Medium
ZMAP001107,Olive_86741,ZONE05387,36,6.78,True,ADMIN02787,2021-07-17,Premium delivery zone,High
ZMAP001108,Outback_47175,ZONE08942,18,,True,ADMIN02353,2020-07-10,Low delivery fee zone,Medium
ZMAP001109,P.F._46163,ZONE03947,44,5.37,True,ADMIN02587,2021-03-22,High demand area,Low
ZMAP001110,The_92010,ZONE02609,28,7.54,False,ADMIN02406,2023-01-26,Newly added zone,Low
ZMAP001111,Chipotle_75712,ZONE01497,33,5.64,False,ADMIN02195,2023-12-01,Premium delivery zone,Medium
ZMAP001112,P.F._16593,ZONE00568,31,5.3,False,ADMIN02595,2024-11-09,High demand area,Medium
ZMAP001113,P.F._16843,ZONE07077,48,,True,ADMIN02339,2023-05-19,Newly added zone,Medium
ZMAP001114,Chipotle_32832,ZONE01970,27,,True,ADMIN02327,2023-11-18,Fast delivery available,High
ZMAP001115,Buffalo_67924,ZONE06068,26,,False,ADMIN02186,2021-01-07,Fast delivery available,Medium
ZMAP001116,Chili's_32069,ZONE01528,41,,False,ADMIN02373,2024-03-02,High demand area,Low
ZMAP001117,Buffalo_53384,ZONE00515,48,,True,ADMIN02356,2022-04-26,Fast delivery available,Low
ZMAP001118,Chili's_37719,ZONE04918,23,,False,ADMIN02459,2024-05-31,High demand area,High
ZMAP001119,Buffalo_10794,ZONE07740,40,,True,ADMIN02038,2020-04-28,Newly added zone,High
ZMAP001120,P.F._82423,ZONE06929,58,,False,ADMIN02029,2021-04-04,Fast delivery available,Low
ZMAP001121,Chili's_87809,ZONE07993,43,4.18,True,ADMIN02169,2024-02-07,Low delivery fee zone,Low
ZMAP001122,Chipotle_35622,ZONE00607,45,,False,ADMIN02168,2022-10-31,Newly added zone,Medium
ZMAP001123,Chipotle_38842,ZONE02440,58,3.71,True,ADMIN02666,2023-05-21,High demand area,Low
ZMAP001124,Panera_59558,ZONE04528,33,3.22,False,ADMIN02540,2023-04-06,Low delivery fee zone,High
ZMAP001125,P.F._95133,ZONE00774,21,,True,ADMIN02782,2023-05-22,Low delivery fee zone,High
ZMAP001126,P.F._87833,ZONE09210,48,,True,ADMIN02472,2022-04-24,Newly added zone,High
ZMAP001127,Chili's_87769,ZONE02065,21,9.28,False,ADMIN02133,2024-02-23,High demand area,Medium
ZMAP001128,Red_48096,ZONE09490,48,0.34,False,ADMIN02591,2023-11-24,Low delivery fee zone,Low
ZMAP001129,Red_64076,ZONE06634,40,,False,ADMIN02845,2020-05-03,Newly added zone,Medium
ZMAP001130,The_31020,ZONE07261,22,3.2,True,ADMIN02146,2021-05-15,Newly added zone,High
ZMAP001131,Chipotle_9622,ZONE04541,37,9.91,True,ADMIN02294,2023-07-14,Fast delivery available,High
ZMAP001132,Outback_26865,ZONE09891,39,4.1,False,ADMIN02085,2023-11-05,Fast delivery available,Medium
ZMAP001133,Buffalo_3954,ZONE08725,45,,False,ADMIN02158,2024-02-24,Newly added zone,Low
ZMAP001134,Outback_45545,ZONE08956,33,7.64,True,ADMIN02821,2021-11-12,High demand area,Medium
ZMAP001135,P.F._53673,ZONE03440,52,,False,ADMIN02174,2024-07-04,Fast delivery available,High
ZMAP001136,Red_36686,ZONE05454,29,,False,ADMIN02719,2024-06-22,Fast delivery available,High
ZMAP001137,Panera_7688,ZONE07567,59,,False,ADMIN02257,2021-01-27,Newly added zone,Medium
ZMAP001138,Panera_88488,ZONE06714,50,,False,ADMIN02894,2021-05-12,Fast delivery available,Medium
ZMAP001139,Texas_78227,ZONE00987,30,8.15,True,ADMIN02246,2021-09-01,Fast delivery available,Low
ZMAP001140,Panera_16338,ZONE06653,30,0.96,False,ADMIN02120,2024-08-31,High demand area,Medium
ZMAP001141,Panera_84418,ZONE00005,57,3.03,False,ADMIN02629,2022-05-21,Fast delivery available,Low
ZMAP001142,Texas_67247,ZONE05675,31,,False,ADMIN02284,2021-12-28,High demand area,Medium
ZMAP001143,Chili's_81819,ZONE02324,23,,False,ADMIN02967,2021-10-26,Low delivery fee zone,High
ZMAP001144,The_10060,ZONE08069,22,0.29,True,ADMIN02184,2021-08-28,Newly added zone,High
ZMAP001145,Panera_4208,ZONE04833,45,7.75,True,ADMIN02613,2021-05-23,Low delivery fee zone,High
ZMAP001146,Chili's_25719,ZONE05070,60,,True,ADMIN02251,2024-05-10,Low delivery fee zone,Low
ZMAP001147,Panera_81158,ZONE06191,57,,False,ADMIN02870,2021-08-21,High demand area,High
ZMAP001148,The_30,ZONE06623,41,2.99,True,ADMIN02762,2023-01-29,Fast delivery available,Medium
ZMAP001149,Chili's_86359,ZONE08388,28,,False,ADMIN02834,2023-10-20,Premium delivery zone,Low
ZMAP001150,P.F._18973,ZONE01729,33,4.19,False,ADMIN02920,2024-10-30,Premium delivery zone,Medium
ZMAP001151,Red_12706,ZONE01454,43,3.19,False,ADMIN02544,2024-03-20,Low delivery fee zone,Low
ZMAP001152,Outback_68315,ZONE09227,25,,True,ADMIN02817,2023-02-14,High demand area,Low
ZMAP001153,Red_52886,ZONE08076,19,5.15,False,ADMIN02804,2020-02-13,Newly added zone,High
ZMAP001154,Olive_16971,ZONE04306,42,8.67,True,ADMIN02600,2020-09-10,Newly added zone,Medium
ZMAP001155,Chili's_76569,ZONE02878,21,,False,ADMIN02973,2021-11-22,Premium delivery zone,High
ZMAP001156,Outback_2665,ZONE08002,33,,False,ADMIN02898,2023-04-05,High demand area,Low
ZMAP001157,Outback_83285,ZONE00292,48,7.99,False,ADMIN02177,2020-09-10,Low delivery fee zone,High
ZMAP001158,Red_4426,ZONE05751,28,0.88,True,ADMIN02920,2024-09-08,High demand area,High
ZMAP001159,Panera_71358,ZONE02682,48,6.49,False,ADMIN02340,2022-07-26,Premium delivery zone,High
ZMAP001160,Panera_88848,ZONE03560,42,,True,ADMIN02911,2024-06-07,Newly added zone,Medium
ZMAP001161,Chipotle_10302,ZONE04314,47,,False,ADMIN02718,2024-03-08,High demand area,Low
ZMAP001162,The_80410,ZONE00686,35,,True,ADMIN02330,2021-02-04,Fast delivery available,Medium
ZMAP001163,Panera_71028,ZONE06309,38,8.81,True,ADMIN02538,2020-01-08,Newly added zone,Medium
ZMAP001164,Chili's_6849,ZONE07387,34,,True,ADMIN02907,2022-06-02,Fast delivery available,Medium
ZMAP001165,Olive_33271,ZONE08969,39,2.95,True,ADMIN02231,2020-07-21,Premium delivery zone,Medium
ZMAP001166,Chili's_22819,ZONE08427,15,7.4,False,ADMIN02200,2024-08-22,Premium delivery zone,High
ZMAP001167,Olive_46341,ZONE01684,22,9.62,True,ADMIN02816,2023-11-15,Fast delivery available,Low
ZMAP001168,Chili's_55169,ZONE00516,15,,True,ADMIN02697,2023-11-12,Low delivery fee zone,Low
ZMAP001169,The_46630,ZONE04561,16,7.33,False,ADMIN02053,2022-07-28,Newly added zone,Medium
ZMAP001170,The_49890,ZONE05471,43,3.32,False,ADMIN02675,2020-08-14,Premium delivery zone,Low
ZMAP001171,Red_86956,ZONE03176,29,,True,ADMIN02809,2020-11-16,Premium delivery zone,High
ZMAP001172,Texas_42907,ZONE07400,24,4.44,True,ADMIN02359,2024-12-05,Newly added zone,High
ZMAP001173,Outback_91455,ZONE02709,25,,False,ADMIN02601,2022-06-07,Low delivery fee zone,High
ZMAP001174,Texas_19687,ZONE02162,36,5.01,True,ADMIN02153,2020-12-07,Premium delivery zone,Medium
ZMAP001175,Panera_66278,ZONE05368,28,,False,ADMIN02176,2024-10-24,Premium delivery zone,High
ZMAP001176,Buffalo_47384,ZONE08875,45,9.74,True,ADMIN02719,2020-12-31,Newly added zone,High
ZMAP001177,The_45380,ZONE02301,25,6.78,False,ADMIN02985,2020-08-19,Fast delivery available,High
ZMAP001178,Panera_27448,ZONE02328,21,,True,ADMIN02504,2020-03-24,Newly added zone,High
ZMAP001179,Buffalo_93914,ZONE05509,32,,False,ADMIN02747,2020-05-30,Newly added zone,High
ZMAP001180,Buffalo_19764,ZONE00706,40,,True,ADMIN02730,2021-01-30,High demand area,High
ZMAP001181,Buffalo_9774,ZONE01385,40,1.24,False,ADMIN02218,2022-06-08,Premium delivery zone,High
ZMAP001182,Outback_19615,ZONE08533,40,,True,ADMIN02757,2020-10-27,Premium delivery zone,Low
ZMAP001183,Red_19526,ZONE07723,18,,True,ADMIN02425,2024-11-17,Premium delivery zone,Medium
ZMAP001184,Chipotle_6812,ZONE01404,60,4.93,True,ADMIN02270,2024-07-08,Low delivery fee zone,High
ZMAP001185,Outback_61405,ZONE08890,49,,False,ADMIN02507,2020-06-18,High demand area,Medium
ZMAP001186,P.F._21163,ZONE06841,21,,False,ADMIN02571,2023-11-06,Newly added zone,Low
ZMAP001187,Chili's_88729,ZONE09074,33,4.61,False,ADMIN02391,2020-11-27,Fast delivery available,Medium
ZMAP001188,Texas_1057,ZONE04133,45,,True,ADMIN02980,2024-04-16,High demand area,Low
ZMAP001189,Buffalo_35584,ZONE03284,26,6.25,True,ADMIN02793,2020-10-06,Premium delivery zone,Low
ZMAP001190,Outback_12175,ZONE01170,28,3.64,False,ADMIN02103,2023-03-16,Low delivery fee zone,Low
ZMAP001191,Chipotle_50562,ZONE03582,23,,True,ADMIN02347,2024-04-23,Low delivery fee zone,Low
ZMAP001192,Outback_42145,ZONE02965,45,3.47,True,ADMIN02516,2022-08-24,Premium delivery zone,Low
ZMAP001193,Chipotle_3602,ZONE02541,48,5.43,True,ADMIN02293,2024-01-24,Low delivery fee zone,Low
ZMAP001194,Chili's_16779,ZONE09034,24,9.8,False,ADMIN02243,2023-06-26,Fast delivery available,Medium
ZMAP001195,Panera_70448,ZONE07329,57,8.75,True,ADMIN02535,2024-10-31,Premium delivery zone,Medium
ZMAP001196,Texas_66077,ZONE08335,50,9.59,True,ADMIN02671,2024-04-20,Newly added zone,High
ZMAP001197,Olive_52891,ZONE04991,18,,True,ADMIN02293,2020-12-08,Fast delivery available,High
ZMAP001198,Texas_30657,ZONE06471,32,,True,ADMIN02434,2023-08-26,Newly added zone,High
ZMAP001199,Red_97416,ZONE03404,42,7.58,True,ADMIN02933,2020-11-23,Premium delivery zone,High
ZMAP001200,P.F._22543,ZONE04016,48,9.73,False,ADMIN02635,2021-01-25,Premium delivery zone,Low
ZMAP001201,Panera_65198,ZONE09052,15,4.65,True,ADMIN02653,2024-10-20,Newly added zone,High
ZMAP001202,Olive_87261,ZONE05383,31,,True,ADMIN02365,2023-10-07,Newly added zone,Medium
ZMAP001203,The_47840,ZONE06072,25,9.96,True,ADMIN02248,2022-08-07,High demand area,Low
ZMAP001204,Buffalo_36774,ZONE07684,34,1.25,False,ADMIN02258,2022-06-07,Low delivery fee zone,High
ZMAP001205,P.F._69443,ZONE01173,17,1.76,True,ADMIN02885,2024-01-22,Premium delivery zone,Low
ZMAP001206,Chili's_34739,ZONE06045,51,,True,ADMIN02785,2020-11-29,Fast delivery available,Medium
ZMAP001207,The_8940,ZONE05067,45,,True,ADMIN02785,2023-12-29,Low delivery fee zone,High
ZMAP001208,Red_9336,ZONE05782,18,,False,ADMIN02547,2021-09-03,High demand area,Low
ZMAP001209,Chili's_15159,ZONE01042,50,,True,ADMIN02640,2023-07-10,High demand area,Low
ZMAP001210,Red_75256,ZONE06097,23,,False,ADMIN02027,2024-04-09,Premium delivery zone,Low
ZMAP001211,P.F._12343,ZONE09744,15,,True,ADMIN02799,2021-11-23,High demand area,Medium
ZMAP001212,Outback_96155,ZONE02066,37,1.03,False,ADMIN02571,2022-02-20,Newly added zone,Low
ZMAP001213,Buffalo_59324,ZONE09100,18,,False,ADMIN02874,2020-11-29,Newly added zone,High
ZMAP001214,Outback_37105,ZONE01070,17,,False,ADMIN02074,2020-09-02,Fast delivery available,Low
ZMAP001215,P.F._83853,ZONE01604,58,1.39,False,ADMIN02114,2020-10-24,Premium delivery zone,Medium
ZMAP001216,Olive_49981,ZONE04924,46,1.07,False,ADMIN02087,2024-03-25,Low delivery fee zone,High
ZMAP001217,Chili's_709,ZONE00536,27,2.27,True,ADMIN02922,2024-07-16,Low delivery fee zone,Medium
ZMAP001218,Panera_66908,ZONE07389,38,,False,ADMIN02820,2020-03-19,Fast delivery available,High
ZMAP001219,The_48530,ZONE07002,30,,False,ADMIN02323,2020-10-20,Fast delivery available,High
ZMAP001220,Panera_27208,ZONE08141,35,,False,ADMIN02722,2022-02-01,Premium delivery zone,High
ZMAP001221,Texas_99167,ZONE04032,28,,False,ADMIN02082,2021-03-24,Low delivery fee zone,Medium
ZMAP001222,Chipotle_19212,ZONE08180,44,2.88,False,ADMIN02018,2024-03-10,Low delivery fee zone,Medium
ZMAP001223,P.F._83093,ZONE06734,22,3.62,False,ADMIN02397,2024-06-08,Fast delivery available,High
ZMAP001224,Buffalo_65514,ZONE09297,19,7.21,False,ADMIN02879,2022-06-06,High demand area,Low
ZMAP001225,Olive_58571,ZONE05287,43,,False,ADMIN02455,2021-12-05,Premium delivery zone,Low
ZMAP001226,Red_85506,ZONE03064,38,,False,ADMIN02676,2021-12-21,Newly added zone,High
ZMAP001227,The_39010,ZONE02009,39,4.85,True,ADMIN02341,2023-09-04,Premium delivery zone,Medium
ZMAP001228,The_20630,ZONE01397,34,,False,ADMIN02567,2022-12-04,High demand area,Medium
ZMAP001229,Olive_42201,ZONE02177,36,,False,ADMIN02089,2023-05-24,Low delivery fee zone,High
ZMAP001230,Chili's_39489,ZONE04117,45,8.5,False,ADMIN02029,2020-11-04,Fast delivery available,Medium
ZMAP001231,Chipotle_3462,ZONE06618,52,8.22,False,ADMIN02790,2023-05-16,Premium delivery zone,High
ZMAP001232,Texas_11327,ZONE00587,56,6.48,True,ADMIN02563,2020-03-25,Low delivery fee zone,Medium
ZMAP001233,Panera_68338,ZONE03657,16,2.28,True,ADMIN02960,2023-10-06,Premium delivery zone,Low
ZMAP001234,P.F._26313,ZONE04524,59,1.5,True,ADMIN02461,2020-05-02,Premium delivery zone,High
ZMAP001235,P.F._38233,ZONE09936,57,,True,ADMIN02694,2021-10-04,Premium delivery zone,Low
ZMAP001236,Outback_25385,ZONE02523,50,,False,ADMIN02343,2021-06-27,Premium delivery zone,High
ZMAP001237,Chili's_77889,ZONE05435,17,4.25,False,ADMIN02229,2021-05-22,Premium delivery zone,Medium
ZMAP001238,P.F._49803,ZONE01274,38,,True,ADMIN02584,2023-06-15,Newly added zone,High
ZMAP001239,Texas_80997,ZONE02945,42,8.42,False,ADMIN02258,2024-10-28,Low delivery fee zone,Low
ZMAP001240,Texas_36747,ZONE09358,28,0.97,False,ADMIN02238,2023-04-12,Premium delivery zone,Medium
ZMAP001241,Panera_67878,ZONE00347,22,9.24,True,ADMIN02518,2022-02-27,Low delivery fee zone,Low
ZMAP001242,The_43320,ZONE06415,36,,False,ADMIN02349,2023-12-09,Premium delivery zone,Low
ZMAP001243,Red_53016,ZONE04635,32,6.56,True,ADMIN02947,2021-05-12,Newly added zone,Medium
ZMAP001244,Texas_91577,ZONE05547,23,1.4,False,ADMIN02867,2024-01-27,Newly added zone,Medium
ZMAP001245,P.F._21563,ZONE08255,22,,True,ADMIN02969,2021-12-06,High demand area,Medium
ZMAP001246,P.F._17703,ZONE03450,41,9.93,True,ADMIN02067,2023-07-17,Newly added zone,High
ZMAP001247,P.F._64243,ZONE06214,57,,False,ADMIN02199,2021-05-13,High demand area,Low
ZMAP001248,Buffalo_73344,ZONE01838,16,,False,ADMIN02253,2024-07-22,Low delivery fee zone,Medium
ZMAP001249,P.F._32323,ZONE05268,45,0.27,True,ADMIN02744,2023-05-15,High demand area,Low
ZMAP001250,Red_51566,ZONE09519,60,4.56,True,ADMIN02854,2024-10-24,Premium delivery zone,Medium
ZMAP001251,Red_58416,ZONE06537,51,,False,ADMIN02137,2020-09-12,Newly added zone,Medium
ZMAP001252,Outback_84245,ZONE06280,15,3.01,True,ADMIN02954,2024-12-11,Low delivery fee zone,Medium
ZMAP001253,The_71090,ZONE01523,24,5.53,False,ADMIN02076,2024-06-14,Low delivery fee zone,High
ZMAP001254,Red_15266,ZONE07675,15,,False,ADMIN02153,2023-08-02,Premium delivery zone,Low
ZMAP001255,Chili's_23359,ZONE09487,25,0.09,True,ADMIN02898,2023-10-31,High demand area,High
ZMAP001256,Chipotle_96732,ZONE03522,42,,False,ADMIN02887,2021-07-27,Premium delivery zone,High
ZMAP001257,Buffalo_96164,ZONE06376,27,,False,ADMIN02736,2024-11-03,Low delivery fee zone,Medium
ZMAP001258,Buffalo_97454,ZONE05195,17,,True,ADMIN02134,2022-08-15,Low delivery fee zone,Medium
ZMAP001259,Outback_1075,ZONE06621,24,4.09,False,ADMIN02886,2020-10-05,Premium delivery zone,Medium
ZMAP001260,Outback_89465,ZONE03648,58,1.98,False,ADMIN02184,2020-12-05,Premium delivery zone,High
ZMAP001261,Chili's_71119,ZONE01411,26,2.93,False,ADMIN02324,2024-10-28,Low delivery fee zone,Low
ZMAP001262,Olive_21861,ZONE08939,31,3.35,False,ADMIN02583,2024-08-31,Low delivery fee zone,High
ZMAP001263,Olive_67841,ZONE00221,39,6.33,True,ADMIN02509,2023-09-17,Low delivery fee zone,Medium
ZMAP001264,Buffalo_95974,ZONE07670,29,,False,ADMIN02216,2023-05-28,High demand area,Low
ZMAP001265,Buffalo_13734,ZONE00760,36,6.08,False,ADMIN02743,2023-06-09,Low delivery fee zone,Medium
ZMAP001266,Panera_48078,ZONE08868,32,,True,ADMIN02212,2020-03-19,Newly added zone,Medium
ZMAP001267,Texas_84577,ZONE04028,48,,True,ADMIN02098,2020-04-11,High demand area,High
ZMAP001268,Texas_27437,ZONE06182,56,,False,ADMIN02755,2022-09-22,Premium delivery zone,Low
ZMAP001269,Buffalo_3134,ZONE03694,52,0.17,False,ADMIN02125,2022-08-02,High demand area,Low
ZMAP001270,Texas_94507,ZONE09647,21,,False,ADMIN02173,2021-07-19,Low delivery fee zone,High
ZMAP001271,P.F._90933,ZONE07661,24,8.22,True,ADMIN02039,2020-12-22,Low delivery fee zone,Low
ZMAP001272,Panera_88678,ZONE05552,48,,False,ADMIN02772,2024-11-26,Newly added zone,Low
ZMAP001273,Buffalo_82734,ZONE07869,51,,False,ADMIN02198,2020-11-21,Premium delivery zone,Medium
ZMAP001274,Chili's_54329,ZONE03799,42,,True,ADMIN02065,2021-03-07,Fast delivery available,Medium
ZMAP001275,Buffalo_38974,ZONE07650,60,0.37,False,ADMIN02995,2022-10-06,High demand area,High
ZMAP001276,P.F._63173,ZONE01318,18,,False,ADMIN02010,2020-05-21,Newly added zone,High
ZMAP001277,Buffalo_25694,ZONE01883,48,4.48,False,ADMIN02633,2022-05-15,Premium delivery zone,Medium
ZMAP001278,Outback_13305,ZONE09615,29,0.48,True,ADMIN02517,2021-05-18,Premium delivery zone,Medium
ZMAP001279,Chipotle_64982,ZONE06700,50,,True,ADMIN02407,2023-12-12,Low delivery fee zone,High
ZMAP001280,Olive_66161,ZONE06957,20,5.18,True,ADMIN02206,2024-04-15,High demand area,High
ZMAP001281,Chipotle_73982,ZONE03312,56,8.82,False,ADMIN02681,2020-07-23,Fast delivery available,Low
ZMAP001282,Red_98446,ZONE02057,40,,False,ADMIN02790,2021-06-25,Low delivery fee zone,Medium
ZMAP001283,Outback_11705,ZONE00941,28,,True,ADMIN02607,2024-10-21,Premium delivery zone,Low
ZMAP001284,Buffalo_57964,ZONE05442,24,0.58,False,ADMIN02323,2022-12-17,High demand area,Medium
ZMAP001285,Buffalo_2004,ZONE03047,16,,False,ADMIN02089,2023-11-05,Fast delivery available,High
ZMAP001286,Red_78266,ZONE02840,46,5.99,False,ADMIN02926,2022-05-20,Premium delivery zone,Low
ZMAP001287,Texas_56787,ZONE02417,28,7.53,False,ADMIN02025,2022-01-27,Newly added zone,High
ZMAP001288,Buffalo_63914,ZONE01301,43,8.85,True,ADMIN02392,2021-12-09,Newly added zone,High
ZMAP001289,P.F._39633,ZONE08195,56,5.15,False,ADMIN02001,2020-02-29,Fast delivery available,Medium
ZMAP001290,Buffalo_82974,ZONE05196,58,,True,ADMIN02875,2021-08-22,High demand area,Medium
ZMAP001291,Red_20016,ZONE03996,56,,True,ADMIN02068,2024-09-20,High demand area,Medium
ZMAP001292,Panera_69448,ZONE05449,26,,True,ADMIN02679,2021-08-16,Low delivery fee zone,Medium
ZMAP001293,P.F._94233,ZONE05878,45,,False,ADMIN02393,2023-12-19,Premium delivery zone,Low
ZMAP001294,The_64950,ZONE01954,26,8.11,False,ADMIN02353,2023-09-14,Newly added zone,Medium
ZMAP001295,Red_35736,ZONE03448,42,,False,ADMIN02385,2022-10-18,Fast delivery available,Low
ZMAP001296,Outback_60885,ZONE05622,43,5.25,False,ADMIN02533,2020-11-24,Premium delivery zone,Medium
ZMAP001297,Buffalo_19404,ZONE03895,37,4.12,True,ADMIN02558,2021-12-19,High demand area,Low
ZMAP001298,Buffalo_41674,ZONE04251,28,4.66,True,ADMIN02797,2023-04-29,High demand area,Medium
ZMAP001299,Red_2916,ZONE08370,55,,True,ADMIN02586,2021-07-08,Premium delivery zone,Low
ZMAP001300,Panera_86988,ZONE02250,16,9.72,False,ADMIN02921,2024-01-30,High demand area,High
