coupon_id,code,discount,valid_from,valid_until,min_order_value,max_uses,current_uses,is_active,created_by,promotion
COUP00498,CODE4706R,27.96,2021-02-19,2025-03-29,87.45,64,34,False,Kimberly Wells,PROMO00856
COUP00499,CODE8406O,10.2,2024-02-12,2026-06-24,17.95,406,240,False,Lauren Richardson,PROMO00788
COUP00500,CODE1069X,45.52,2022-01-05,2028-02-23,79.55,167,12,False,Justin Grant,PROMO00443
COUP00501,CODE9458I,6.58,2024-03-02,2027-01-30,93.88,167,116,True,Joshua Salazar,PROMO00702
COUP00502,CODE5994P,21.27,2022-03-04,2028-08-03,54.18,385,363,True,Ellen Gonzales,PROMO00835
COUP00503,CODE5268Y,14.76,2021-02-24,2025-03-03,82.33,23,10,True,Rebecca Lewis,PROMO00841
COUP00504,CODE5026E,31.14,2020-12-26,2029-07-01,76.51,37,6,True,Monique Martinez,PROMO00616
COUP00505,CODE4348J,38.5,2023-01-24,2025-09-13,37.02,41,27,False,Jacob Long,PROMO00305
COUP00506,CODE3368R,16.45,2024-10-16,2025-08-13,28.98,206,173,True,Janet Woods,PROMO00470
COUP00507,CODE1792P,36.48,2024-05-23,2025-11-20,81.75,320,68,True,Timothy Benson,PROMO00111
COUP00508,CODE4010L,48.31,2024-11-11,2026-12-07,15.02,169,85,True,David Bates,PROMO00789
COUP00509,CODE4304A,10.79,2021-10-23,2026-10-01,28.37,189,88,False,April Browning,PROMO00108
COUP00510,CODE3482X,17.86,2020-07-09,2025-02-26,71.36,397,167,True,Christopher Lee,PROMO00469
COUP00511,CODE2742I,49.29,2021-07-31,2028-09-15,94.9,110,84,False,Michele Zamora,PROMO00544
COUP00512,CODE9773A,16.93,2024-08-23,2028-09-27,10.92,347,220,False,John Manning,PROMO00750
COUP00513,CODE8984C,23.5,2021-08-31,2025-06-17,37.69,439,140,True,Jeffery Perez,PROMO00744
COUP00514,CODE2755C,38.87,2020-03-06,2026-08-10,27.96,283,99,False,Kaitlyn Smith,PROMO00350
COUP00515,CODE1011V,46.22,2022-07-26,2026-02-05,93.3,300,186,True,Jennifer Burke,PROMO00938
COUP00516,CODE2326R,48.36,2024-12-09,2029-05-30,42.19,306,167,False,Edward Medina,PROMO00806
COUP00517,CODE7244U,16.95,2020-11-28,2028-02-10,91.45,375,308,True,Vanessa Charles,PROMO00617
COUP00518,CODE8909A,8.99,2023-11-28,2026-10-13,51.01,18,11,True,Mrs. Samantha Boyer DDS,PROMO00406
COUP00519,CODE3279X,43.95,2022-11-14,2028-05-03,47.2,218,2,False,Phyllis Johnson,PROMO00253
COUP00520,CODE1957I,49.4,2022-11-23,2027-06-25,66.87,465,225,False,Marcus Benson,PROMO00425
COUP00521,CODE8738S,40.2,2021-05-07,2028-10-07,16.73,94,15,True,Monica Palmer,PROMO00010
COUP00522,CODE4352N,20.82,2021-12-27,2028-05-09,72.79,42,37,True,Stephanie Jones,PROMO00297
COUP00523,CODE7294H,39.96,2024-12-12,2025-11-04,19.99,337,214,False,Bruce Jones,PROMO00011
COUP00524,CODE9878Q,10.35,2020-08-29,2027-01-26,35.89,121,54,True,Edward Davis,PROMO00768
COUP00525,CODE9604D,14.4,2024-09-15,2027-10-29,84.79,96,70,False,Dr. Amanda Byrd,PROMO00223
COUP00526,CODE8020W,6.47,2024-06-02,2026-12-26,37.74,327,102,False,Alexandra Zimmerman,PROMO00027
COUP00527,CODE3069L,16.94,2020-10-28,2028-03-14,82.0,24,8,False,Richard Wells,PROMO00383
COUP00528,CODE6346F,39.06,2020-04-07,2025-08-31,96.8,42,3,False,Kimberly Rose,PROMO00014
COUP00529,CODE6430F,49.75,2022-08-08,2028-06-27,80.84,355,252,True,James Chapman,PROMO00888
COUP00530,CODE3312P,10.57,2023-03-30,2028-02-06,36.16,121,59,True,James Becker,PROMO00478
COUP00531,CODE5439R,21.47,2022-10-17,2027-04-30,17.72,12,11,False,Michelle Gill,PROMO00117
COUP00532,CODE8793I,14.85,2021-11-09,2029-09-10,50.34,346,9,False,Patrick Welch,PROMO00152
COUP00533,CODE8543R,31.12,2023-04-12,2025-02-15,17.48,159,62,False,Leroy Fernandez,PROMO00983
COUP00534,CODE2166F,40.69,2023-02-18,2026-12-18,52.12,31,17,False,Donald Wells,PROMO00869
COUP00535,CODE8801Z,24.93,2021-09-05,2025-11-29,32.04,151,22,False,Terry Thompson,PROMO00547
COUP00536,CODE7446A,34.29,2023-12-01,2028-09-17,21.96,32,30,False,George Woods,PROMO00528
COUP00537,CODE5084A,45.42,2020-03-03,2026-12-01,57.08,53,9,False,Mrs. Ashley Kim,PROMO00761
COUP00538,CODE7161O,17.68,2021-12-23,2026-09-06,90.14,441,185,True,Jeffrey Sellers,PROMO00490
COUP00539,CODE7053T,49.05,2020-12-14,2028-11-17,82.59,343,228,True,Angela Martin,PROMO00249
COUP00540,CODE3599Q,48.04,2024-06-01,2026-11-11,75.58,465,121,False,Andrea Johns,PROMO00316
COUP00541,CODE5691H,20.52,2021-03-20,2028-08-19,22.32,422,312,False,Thomas Martinez,PROMO00880
COUP00542,CODE6636V,44.83,2020-09-23,2025-11-05,73.38,134,61,False,Robert Edwards,PROMO00519
COUP00543,CODE3985H,5.61,2022-03-13,2029-03-22,28.52,92,3,True,Vicki Walker,PROMO00015
COUP00544,CODE3971O,46.65,2020-12-06,2028-05-05,33.2,89,18,True,Sheila Allen,PROMO00230
COUP00545,CODE6464R,11.09,2024-12-18,2025-07-22,61.1,217,191,False,Nathan Mendoza,PROMO00744
COUP00546,CODE4397U,42.96,2021-12-22,2026-12-21,60.65,55,0,False,Brittany Anderson,PROMO00160
COUP00547,CODE8446H,10.57,2020-09-28,2028-11-12,64.41,143,46,False,Angela Patel,PROMO00812
COUP00548,CODE6326W,45.09,2020-06-01,2028-10-09,59.34,291,79,False,Melissa Wagner,PROMO00933
COUP00549,CODE4469L,9.85,2023-01-07,2025-12-26,18.42,139,137,True,Ronald Garza,PROMO00888
COUP00550,CODE2967H,28.66,2020-07-15,2027-11-05,60.42,41,17,True,Brittany Sanders,PROMO00226
COUP00551,CODE2083O,26.97,2020-09-26,2027-01-26,16.79,155,151,True,Mark Glover,PROMO00790
COUP00552,CODE2302Q,17.58,2022-11-15,2027-08-14,63.69,265,259,True,Gregory Mitchell,PROMO00120
COUP00553,CODE7570A,12.22,2024-07-10,2025-06-16,67.19,485,282,True,Jorge Jones,PROMO00978
COUP00554,CODE1854V,6.52,2021-06-04,2029-12-11,19.31,406,277,False,Charles Lindsey,PROMO00175
COUP00555,CODE2645V,49.54,2023-05-09,2027-09-26,42.68,441,42,False,Clinton Jones,PROMO00580
COUP00556,CODE2858N,10.91,2021-02-25,2029-12-22,33.31,55,11,False,Jason Malone,PROMO00682
COUP00557,CODE1084I,30.37,2020-11-20,2028-04-23,62.55,449,251,True,Allison Smith,PROMO00875
COUP00558,CODE5650C,29.84,2023-06-03,2026-02-06,88.57,256,45,False,Michael Stewart,PROMO00376
COUP00559,CODE2939C,47.57,2023-03-27,2027-10-24,62.63,210,165,False,Elizabeth Smith,PROMO00621
COUP00560,CODE3332F,15.7,2023-01-16,2025-07-12,44.08,435,310,False,Marvin Dean,PROMO00055
COUP00561,CODE8946E,20.13,2021-01-05,2027-03-20,45.96,15,8,False,Steven Brown,PROMO00071
COUP00562,CODE7191N,13.64,2020-04-12,2029-04-29,57.79,134,106,False,Richard Lane,PROMO00752
COUP00563,CODE8533X,47.93,2022-06-22,2026-12-08,92.14,495,353,False,Michael Nelson,PROMO00353
COUP00564,CODE9486S,13.88,2022-08-09,2028-08-04,23.35,369,88,True,David Morgan,PROMO00138
COUP00565,CODE6594K,22.23,2024-05-26,2029-01-20,46.03,350,31,True,James Bell,PROMO00692
COUP00566,CODE9256S,38.3,2022-06-02,2029-06-06,69.47,263,192,True,Brandy Harris,PROMO00876
COUP00567,CODE7439Y,42.72,2023-05-20,2025-06-13,92.57,363,136,True,Robert Brown,PROMO00805
COUP00568,CODE2183Z,47.28,2021-03-12,2026-08-10,35.45,346,148,True,Ryan Parker,PROMO00820
COUP00569,CODE6303T,16.02,2024-07-22,2025-02-09,64.39,328,221,False,Zachary Myers,PROMO00929
COUP00570,CODE4858J,28.57,2021-10-20,2027-08-27,53.22,163,89,False,Bryan Taylor,PROMO00371
COUP00571,CODE2602O,27.91,2020-04-15,2027-03-20,52.89,139,106,True,James Perez,PROMO00067
COUP00572,CODE8878Z,40.78,2022-09-06,2025-10-04,30.1,183,43,False,Raymond Harris MD,PROMO00724
COUP00573,CODE4670X,20.21,2022-01-27,2027-08-13,59.81,138,17,True,Donna Ross,PROMO00300
COUP00574,CODE6758C,10.79,2023-09-27,2027-03-22,10.98,321,296,True,Kenneth Carson,PROMO00741
COUP00575,CODE9836U,21.12,2020-11-27,2029-03-18,61.77,362,12,True,Jeffery Stephens,PROMO00080
COUP00576,CODE9373T,11.13,2020-11-14,2029-07-19,11.11,335,299,True,James White,PROMO00921
COUP00577,CODE6197S,15.79,2023-06-22,2028-12-09,32.59,235,111,False,Karen Morton,PROMO00645
COUP00578,CODE7685R,30.75,2020-09-17,2025-03-25,72.18,13,10,False,Felicia Sims,PROMO00402
COUP00579,CODE1706Z,32.71,2022-01-31,2027-09-02,15.29,186,72,False,Holly Ford,PROMO00211
COUP00580,CODE1039M,26.19,2020-06-02,2028-05-18,74.97,440,42,True,Sharon Hayden,PROMO00924
COUP00581,CODE5855O,21.56,2020-09-12,2028-05-09,47.93,388,8,False,Connor Edwards,PROMO00504
COUP00582,CODE2058L,26.51,2022-07-26,2029-11-17,54.87,348,151,True,Donna Ellis,PROMO00672
COUP00583,CODE7596W,42.93,2024-12-18,2025-04-23,37.44,361,196,False,Shannon Booth,PROMO00388
COUP00584,CODE5164Z,47.46,2020-03-17,2026-02-25,89.43,278,196,False,Tiffany Edwards,PROMO00600
COUP00585,CODE2847B,34.8,2020-12-05,2025-11-26,54.04,103,34,False,Brent Frazier,PROMO00050
COUP00586,CODE4384L,18.5,2021-06-22,2027-01-27,29.49,437,244,False,Tony Johnson,PROMO00974
COUP00587,CODE1043R,27.75,2024-02-18,2028-05-15,12.43,195,52,True,Dr. Michael Bolton MD,PROMO00691
COUP00588,CODE9471W,42.46,2024-03-15,2026-12-25,95.59,283,267,True,Sara Case,PROMO00132
COUP00589,CODE9359E,42.08,2020-07-08,2027-09-02,31.54,244,137,True,Fernando Stanley,PROMO00604
COUP00590,CODE6930F,24.54,2020-02-09,2026-07-27,58.07,285,158,False,Matthew Hughes,PROMO00809
COUP00591,CODE8096B,47.08,2020-11-28,2027-11-03,99.79,182,144,False,Gary Marquez,PROMO00779
COUP00592,CODE1612R,24.25,2022-11-26,2025-12-24,88.71,207,87,True,Earl Neal,PROMO00238
COUP00593,CODE1848S,27.32,2023-04-04,2025-06-06,66.39,281,272,False,Wendy Warren,PROMO00566
COUP00594,CODE9943N,44.6,2023-09-20,2026-07-16,56.98,137,53,True,Maria Miller,PROMO00447
COUP00595,CODE2089L,42.12,2022-04-05,2027-01-22,64.85,281,40,False,Mark Moore,PROMO00466
COUP00596,CODE9483D,46.26,2023-07-08,2028-03-09,76.92,229,171,True,Russell Scott,PROMO00279
COUP00597,CODE8602M,15.21,2024-09-06,2027-03-30,48.98,43,2,False,Christian Hammond,PROMO00721
COUP00598,CODE8415N,41.37,2024-04-24,2028-10-11,84.88,278,194,True,Ricardo Allen,PROMO00895
COUP00599,CODE1749Y,24.81,2022-02-08,2025-08-29,19.16,331,10,True,Carmen Mercado,PROMO00852
COUP00600,CODE6458C,28.41,2024-09-08,2025-05-17,42.4,155,127,True,Christina Morse,PROMO00410
COUP00601,CODE9268S,28.96,2022-08-30,2025-10-25,76.3,248,18,False,Virginia Sanders,PROMO00192
COUP00602,CODE7241I,44.4,2023-08-09,2028-12-15,83.66,427,340,False,Susan Murray,PROMO00684
COUP00603,CODE9978C,29.73,2024-03-16,2025-12-07,28.91,408,175,True,Joshua Wells,PROMO00024
COUP00604,CODE2556V,35.8,2022-04-18,2028-09-21,91.95,414,192,False,Preston Williams,PROMO00875
COUP00605,CODE7915B,28.33,2024-08-08,2027-02-05,83.69,103,79,False,Miranda Hobbs,PROMO00047
COUP00606,CODE2255K,31.9,2021-01-07,2025-06-26,98.99,109,25,False,Paul Conway,PROMO00854
COUP00607,CODE4020G,16.37,2022-02-10,2029-10-15,34.42,304,177,False,Connie Morton,PROMO00261
COUP00608,CODE8190I,44.99,2020-12-09,2028-07-09,37.55,15,6,True,Ryan Gomez,PROMO00217
COUP00609,CODE8723R,49.85,2023-01-02,2027-11-08,61.57,323,245,False,Alan Montoya,PROMO00099
COUP00610,CODE8720R,31.97,2022-10-26,2027-07-02,71.55,499,154,True,Jennifer Walsh,PROMO00298
COUP00611,CODE4070H,13.69,2022-01-17,2029-10-21,89.04,459,379,False,Derek Beck,PROMO00346
COUP00612,CODE6931X,8.93,2021-01-25,2027-09-27,93.3,190,60,True,Melanie Glass,PROMO00445
COUP00613,CODE7831C,46.7,2024-05-13,2027-12-15,25.95,471,87,True,Scott Miller,PROMO00646
COUP00614,CODE4627V,36.99,2023-10-24,2026-02-02,74.07,133,133,True,Ian Torres,PROMO00609
COUP00615,CODE2840I,39.81,2021-03-28,2028-11-20,54.18,55,24,True,Jennifer Strickland,PROMO00151
COUP00616,CODE5711D,32.98,2023-12-17,2025-10-14,11.91,55,45,True,Janet Walker,PROMO00603
COUP00617,CODE2946H,17.75,2020-10-15,2029-04-21,36.14,310,214,False,Ms. Anita Perez,PROMO00096
COUP00618,CODE5520T,29.69,2022-08-19,2026-06-14,32.22,300,131,False,Catherine Thompson,PROMO00485
COUP00619,CODE7195L,25.26,2020-02-03,2028-08-18,48.66,260,44,False,Ms. Abigail Lopez,PROMO00744
COUP00620,CODE7479Y,29.72,2022-10-13,2026-06-25,70.12,159,139,False,Megan Smith,PROMO00789
COUP00621,CODE2732A,24.1,2021-01-26,2025-12-22,14.9,231,117,False,Michael James,PROMO00259
COUP00622,CODE8117L,15.49,2022-05-02,2029-01-27,29.58,473,269,True,Dr. Adam Stevens Jr.,PROMO00672
COUP00623,CODE7279U,38.92,2024-04-06,2029-12-04,78.83,138,127,False,Ryan Chapman,PROMO00137
COUP00624,CODE7607X,21.16,2023-02-24,2025-06-27,94.06,179,55,True,Randy Smith,PROMO00131
COUP00625,CODE5172B,44.58,2024-11-04,2025-06-30,77.61,137,15,True,Ronald Roberts,PROMO00451
COUP00626,CODE5687U,18.7,2023-10-17,2029-12-19,62.25,353,145,False,Brittney Peterson,PROMO00264
COUP00627,CODE6133X,29.91,2024-07-23,2027-07-31,46.46,28,10,False,Joshua Russell,PROMO00242
COUP00628,CODE5545D,46.81,2020-09-01,2025-07-24,27.34,241,96,True,Jesse Ortega,PROMO00533
COUP00629,CODE9131Q,46.67,2022-11-29,2027-11-06,54.01,314,79,False,Elizabeth Roberts,PROMO00245
COUP00630,CODE6269H,42.59,2024-07-17,2026-10-22,96.89,331,140,True,Dennis Scott,PROMO00596
COUP00631,CODE9164F,42.82,2020-06-21,2029-04-14,19.73,373,32,True,Andrea Torres,PROMO00741
COUP00632,CODE4877W,13.78,2024-02-05,2027-06-14,94.64,309,96,True,Brianna Allen,PROMO00278
COUP00633,CODE4518C,18.12,2020-02-02,2027-04-05,93.51,437,394,False,Gina Hunter,PROMO00736
COUP00634,CODE3101W,49.87,2024-01-17,2028-06-15,86.97,49,41,True,Christopher Chavez,PROMO00181
COUP00635,CODE9029U,28.95,2024-11-02,2026-10-12,49.76,367,132,False,James Elliott,PROMO00102
COUP00636,CODE3032D,43.72,2021-12-31,2027-03-08,85.18,240,73,False,Sandra Holden,PROMO00586
COUP00637,CODE8018L,7.84,2024-08-23,2026-10-04,79.39,258,222,False,Christine Vasquez,PROMO00037
COUP00638,CODE3047I,5.89,2021-07-27,2028-05-13,95.93,90,3,True,Jose Cox,PROMO00481
COUP00639,CODE5097D,19.72,2022-01-15,2027-01-03,88.02,340,201,False,Jesse Carlson,PROMO00516
COUP00640,CODE5229M,47.47,2024-06-17,2028-07-02,51.8,40,24,False,Emily Cox,PROMO00228
COUP00641,CODE1025V,36.85,2021-04-25,2026-03-08,51.37,431,139,True,Edgar Phillips,PROMO00765
COUP00642,CODE3662J,45.4,2022-06-06,2026-04-25,34.52,150,127,False,Christopher Dean,PROMO00316
COUP00643,CODE3325R,9.42,2021-05-09,2025-08-09,14.54,238,126,False,Erica House,PROMO00785
COUP00644,CODE1428F,26.13,2022-12-09,2026-12-11,67.23,118,111,False,Melinda Nielsen,PROMO00998
COUP00645,CODE1123T,46.09,2022-06-26,2028-09-09,83.62,21,16,False,Ryan Wolf,PROMO00226
COUP00646,CODE1599J,47.03,2024-04-25,2025-07-10,52.57,278,240,True,Benjamin Fisher,PROMO00590
COUP00647,CODE2602P,34.27,2022-03-14,2027-03-02,76.44,376,38,False,Courtney Mckinney,PROMO00027
COUP00648,CODE3998M,11.23,2021-05-11,2026-12-24,66.54,332,200,True,Lisa James,PROMO00760
COUP00649,CODE1036Z,42.97,2020-04-27,2027-01-22,56.7,35,25,True,Michael Miller,PROMO00744
COUP00650,CODE9641F,41.51,2021-04-29,2025-07-14,55.6,430,98,False,Justin Pineda,PROMO00766
COUP00651,CODE3416S,27.57,2024-02-02,2026-01-17,95.22,212,176,False,Makayla Edwards,PROMO00650
COUP00652,CODE1786U,28.78,2022-04-18,2025-10-16,38.68,488,319,True,Jeffrey Rose,PROMO00737
COUP00653,CODE6025P,26.86,2023-05-15,2029-03-22,73.84,209,162,False,Gerald Nelson,PROMO00459
COUP00654,CODE5840O,36.58,2021-05-15,2028-04-16,84.97,487,355,False,Jacob Barton,PROMO00945
COUP00655,CODE5339K,46.26,2024-11-30,2028-02-16,65.7,392,102,False,Richard Harmon,PROMO00530
COUP00656,CODE3740S,30.57,2020-09-12,2028-09-17,90.62,491,86,True,Margaret Hamilton,PROMO00134
COUP00657,CODE7833L,16.4,2022-04-04,2025-09-15,43.66,221,60,False,Krystal Welch,PROMO00973
COUP00658,CODE1190F,36.82,2022-04-14,2025-10-31,45.44,185,80,False,Yolanda Burke,PROMO00427
COUP00659,CODE8512G,33.0,2023-05-03,2025-05-04,75.75,206,117,False,Robert Waters,PROMO00541
COUP00660,CODE7278O,41.98,2023-05-27,2028-03-05,58.14,22,0,True,James Grant,PROMO00869
COUP00661,CODE9717O,7.89,2024-07-07,2025-05-08,15.05,134,30,True,Dustin Garcia,PROMO00791
COUP00662,CODE6379J,16.56,2024-03-10,2029-04-19,76.1,47,37,True,Stacey Tanner,PROMO00139
COUP00663,CODE3272Z,26.79,2020-09-11,2028-04-30,68.62,179,25,True,Christopher Chapman,PROMO00863
COUP00664,CODE3597G,13.93,2020-12-22,2028-06-14,18.74,423,138,True,Renee Jenkins,PROMO00143
COUP00665,CODE6297L,11.21,2023-10-07,2025-02-09,96.84,408,139,False,Matthew Peterson,PROMO00641
COUP00666,CODE9857M,39.81,2023-12-02,2026-03-24,64.64,167,160,False,Jenna Green,PROMO00502
COUP00667,CODE6987Y,37.36,2020-05-27,2026-08-14,83.76,486,96,False,Shawn Kane,PROMO00720
COUP00668,CODE1195S,30.57,2024-06-24,2029-08-26,15.68,354,106,True,April Rodriguez,PROMO00598
COUP00669,CODE5583H,47.17,2022-01-06,2028-08-31,35.85,355,354,False,Frank Warner,PROMO00616
COUP00670,CODE9676Z,18.39,2020-12-20,2026-09-23,15.84,221,54,True,Stanley Butler,PROMO00682
COUP00671,CODE5335H,10.92,2023-08-03,2026-09-28,57.77,19,19,True,Todd Robinson,PROMO00147
COUP00672,CODE3845M,16.33,2023-08-15,2025-02-12,75.11,167,65,False,John Horne,PROMO00228
COUP00673,CODE9887Q,45.88,2022-04-06,2028-02-23,13.75,147,33,True,Larry Turner,PROMO00070
COUP00674,CODE7304P,18.9,2022-01-04,2027-09-12,22.74,33,19,True,Brian Gardner,PROMO00716
COUP00675,CODE4473F,8.89,2024-09-29,2027-12-24,35.05,16,16,True,Margaret Russell,PROMO00035
COUP00676,CODE3148C,41.54,2022-03-19,2028-03-12,54.36,381,276,False,James Chen,PROMO00238
COUP00677,CODE7419L,28.81,2023-02-07,2027-04-20,20.35,199,110,False,Jose Reyes,PROMO00661
COUP00678,CODE3015V,37.87,2021-01-17,2027-10-02,97.44,413,76,True,Henry Johnson,PROMO00556
COUP00679,CODE3935D,20.8,2020-02-20,2026-03-24,69.63,95,11,True,Scott Cruz,PROMO00574
COUP00680,CODE8103Z,14.73,2020-08-04,2026-02-23,75.8,72,41,True,Nicole Bradford,PROMO00275
COUP00681,CODE2580E,23.42,2020-07-06,2029-06-03,55.37,450,398,False,Lisa Velez,PROMO00094
COUP00682,CODE2098D,29.61,2024-10-04,2027-12-21,95.91,55,15,False,Veronica Hubbard,PROMO00208
COUP00683,CODE7551W,49.46,2020-03-11,2029-01-20,67.64,161,56,True,David Riley,PROMO00478
COUP00684,CODE2018T,24.54,2021-01-10,2029-03-29,71.54,205,187,True,Brianna Johnson,PROMO00317
COUP00685,CODE4283P,31.45,2023-05-03,2027-11-08,28.94,27,24,True,Stephanie Hart,PROMO00612
COUP00686,CODE6870U,33.89,2024-03-28,2029-11-10,49.16,17,8,False,Mitchell Jenkins,PROMO00407
COUP00687,CODE3381D,46.38,2024-10-06,2029-03-22,44.67,434,151,False,Dr. Joseph Williams,PROMO00786
COUP00688,CODE6789J,42.01,2020-08-18,2027-10-11,47.19,113,34,False,Heidi Little,PROMO00297
COUP00689,CODE2831A,31.58,2024-03-14,2026-06-14,62.13,253,209,False,John Prince,PROMO00823
COUP00690,CODE4005O,31.88,2024-01-13,2029-05-03,45.64,286,57,False,Lydia Stephens,PROMO00453
COUP00691,CODE6075V,46.31,2024-02-08,2027-02-21,76.23,120,85,False,Kathryn Simmons,PROMO00099
COUP00692,CODE2456A,26.42,2024-08-20,2027-09-08,12.4,305,230,True,Harold Anderson,PROMO00803
COUP00693,CODE6348G,6.1,2021-12-10,2025-12-29,83.54,312,29,False,Theresa Bowman MD,PROMO00309
COUP00694,CODE5405W,45.45,2024-09-02,2027-05-07,68.47,151,0,True,Elizabeth Johnson,PROMO00951
COUP00695,CODE2851D,38.21,2022-09-23,2029-09-06,69.36,129,46,False,Diane Greer,PROMO00743
COUP00696,CODE3973G,47.03,2020-08-23,2026-09-28,48.0,317,88,True,Leah Robinson,PROMO00746
COUP00697,CODE8249A,36.31,2022-11-15,2026-03-11,81.75,426,17,True,Nicole Brown,PROMO00758
COUP00698,CODE2090D,24.5,2021-11-18,2026-11-03,85.9,488,246,True,Lori Arnold,PROMO00301
COUP00699,CODE2313Z,42.11,2022-08-11,2026-08-05,63.55,267,127,True,Sarah Jones,PROMO00194
COUP00700,CODE4780H,44.52,2020-09-12,2027-02-28,50.14,181,84,False,Teresa Liu,PROMO00374
COUP00701,CODE4684O,30.66,2020-06-21,2027-04-26,81.39,168,160,False,Kristen Williams,PROMO00201
COUP00702,CODE7168R,35.13,2020-06-04,2027-11-22,83.27,492,241,True,Katherine Santana,PROMO00735
COUP00703,CODE5450N,40.04,2022-11-05,2028-10-04,68.92,324,295,False,Mary Johnson,PROMO00848
COUP00704,CODE4656J,36.18,2022-12-27,2029-02-22,88.97,195,43,False,Tyler Martin,PROMO00773
COUP00705,CODE1326V,17.34,2022-09-24,2027-03-25,83.46,270,25,True,Daniel Young,PROMO00689
COUP00706,CODE2200O,35.17,2021-11-01,2027-12-11,44.21,277,37,True,Johnathan Richardson,PROMO00530
COUP00707,CODE4772S,28.29,2024-04-25,2029-11-02,41.53,155,22,True,Brittany Martin,PROMO00792
COUP00708,CODE4735U,37.51,2022-10-22,2029-02-17,33.14,194,90,True,Gregory Lane,PROMO00598
COUP00709,CODE1433E,27.42,2020-12-27,2029-05-13,41.89,222,18,True,Hannah Hogan,PROMO00847
COUP00710,CODE8131F,29.67,2022-12-10,2028-04-08,83.56,136,11,False,Carla Wolfe,PROMO00039
COUP00711,CODE9043P,5.45,2023-11-23,2025-03-06,46.39,314,142,False,Judy Moore,PROMO00595
COUP00712,CODE8075F,38.43,2024-03-05,2029-09-03,48.34,116,28,True,Mrs. Colleen Matthews,PROMO00081
COUP00713,CODE1104C,23.22,2022-11-21,2026-08-01,14.89,241,138,False,Diana Hayden,PROMO00652
COUP00714,CODE2123F,22.56,2022-09-18,2026-08-29,64.05,209,136,False,Kenneth Navarro,PROMO00227
COUP00715,CODE8536W,34.83,2022-01-23,2028-04-05,39.47,450,146,True,Samantha Thomas,PROMO00140
COUP00716,CODE8085W,30.96,2020-09-28,2026-06-18,83.95,491,238,True,Robert Fry,PROMO00334
COUP00717,CODE6380N,28.72,2024-08-26,2028-01-19,62.91,405,348,True,Donald Ford,PROMO00569
COUP00718,CODE4485M,42.05,2021-02-06,2027-04-21,41.12,229,101,False,Tyler Pollard,PROMO00489
COUP00719,CODE7697H,11.13,2024-11-28,2026-02-04,59.81,245,10,False,Laura Arellano,PROMO00912
COUP00720,CODE9572J,46.34,2022-11-19,2025-05-04,14.94,403,319,False,Jesse Davies,PROMO00990
COUP00721,CODE5643W,45.97,2020-03-06,2025-08-27,71.83,157,136,False,Emily Davis,PROMO00221
COUP00722,CODE6108S,29.03,2024-08-01,2026-05-20,91.02,63,29,False,Wayne Vargas,PROMO00537
COUP00723,CODE2245W,19.83,2020-03-04,2028-10-23,24.87,343,304,False,Stephen Leblanc,PROMO00837
COUP00724,CODE7051G,49.24,2023-05-10,2027-10-06,68.22,358,94,True,Dawn Mcintyre,PROMO00864
COUP00725,CODE4180C,35.57,2023-05-24,2029-01-24,19.62,290,87,False,Spencer Aguilar,PROMO00827
COUP00726,CODE9924H,19.37,2024-12-31,2027-10-27,64.82,43,13,True,Casey Rodriguez,PROMO00388
COUP00727,CODE7699Z,39.93,2024-04-20,2026-02-28,37.63,43,4,True,Ashley Campbell,PROMO00657
COUP00728,CODE8761T,24.94,2024-07-24,2028-05-31,53.27,454,147,False,David Ware,PROMO00405
COUP00729,CODE3421O,44.86,2023-03-17,2025-03-30,18.58,499,486,True,Whitney Rodriguez,PROMO00938
COUP00730,CODE3095Q,42.84,2024-06-12,2026-04-01,76.47,261,91,True,John Larsen,PROMO00931
COUP00731,CODE8592S,24.41,2021-06-13,2025-02-01,85.04,331,108,True,Lori Martinez,PROMO00024
COUP00732,CODE6063J,47.24,2022-05-20,2028-09-06,27.87,351,245,False,Jennifer Wong,PROMO00954
COUP00733,CODE2906A,7.72,2021-08-11,2026-09-19,92.01,493,285,True,Julie Salazar,PROMO00020
COUP00734,CODE2615N,39.37,2021-12-12,2027-12-20,28.94,188,19,True,John Edwards,PROMO00100
COUP00735,CODE7823L,19.76,2021-10-17,2028-10-13,73.38,208,20,False,Tammy Caldwell,PROMO00377
COUP00736,CODE5553U,41.53,2024-04-03,2028-03-12,25.02,198,50,True,Jason Ashley,PROMO00207
COUP00737,CODE7288Z,42.02,2023-06-13,2026-02-18,77.97,141,106,True,Randall Ellison,PROMO00808
COUP00738,CODE3409S,29.02,2023-10-01,2026-08-17,23.53,362,269,False,Jennifer Rios,PROMO00200
COUP00739,CODE2184U,13.78,2024-06-06,2027-07-07,52.45,94,31,False,Bonnie Rogers,PROMO00419
COUP00740,CODE4333R,25.17,2024-07-29,2028-02-24,83.35,485,470,True,Megan Knox,PROMO00666
COUP00741,CODE1760Q,9.94,2022-01-18,2029-03-17,10.3,289,221,False,Robert Baxter,PROMO00030
COUP00742,CODE9961O,45.61,2024-10-31,2027-12-06,49.0,289,166,True,Edward Duarte MD,PROMO00549
COUP00743,CODE6496C,17.25,2022-08-09,2029-01-10,75.9,96,24,True,Sarah Hunter,PROMO00985
COUP00744,CODE7541O,11.17,2023-12-18,2028-06-22,83.93,110,26,True,Jason Nichols,PROMO00781
