delivery_id,order_id,partner_id,delivery_date,status,estimated_time,actual_time,distance,delivery_rating,comments
DLV002230,ORD002230,PARTNER0200,2021-02-10,Cancelled,110,59,42.75,1,Delivery failed.
DLV002231,ORD002231,PARTNER0094,2022-10-26,Delivered,65,109,17.72,2,Delayed but satisfactory.
DLV002232,ORD002232,PARTNER0268,2020-01-09,Cancelled,100,79,7.9,5,Delivery failed.
DLV002233,ORD002233,PARTNER0265,2023-05-20,Cancelled,53,91,27.72,4,Excellent service!
DLV002234,ORD002234,PARTNER0218,2020-09-22,Cancelled,114,46,45.78,1,Delayed but satisfactory.
DLV002235,ORD002235,PARTNER0429,2023-12-28,Cancelled,100,149,39.74,1,Delivery failed.
DLV002236,ORD002236,PARTNER0289,2022-05-20,Pending,25,149,13.61,3,Excellent service!
DLV002237,ORD002237,PARTNER0231,2022-03-04,Delivered,39,62,23.68,2,Quick delivery!
DLV002238,ORD002238,PARTNER0263,2023-10-28,Cancelled,19,16,23.99,1,Delivery failed.
DLV002239,ORD002239,PARTNER0158,2023-02-07,Pending,54,24,20.61,5,Excellent service!
DLV002240,ORD002240,PARTNER0095,2020-03-10,Cancelled,37,131,39.48,3,Delayed but satisfactory.
DLV002241,ORD002241,PARTNER0321,2023-10-15,Delivered,59,62,41.24,2,Excellent service!
DLV002242,ORD002242,PARTNER0233,2024-04-21,Pending,38,136,49.34,1,Excellent service!
DLV002243,ORD002243,PARTNER0460,2022-03-12,Cancelled,36,130,16.61,2,Delayed but satisfactory.
DLV002244,ORD002244,PARTNER0337,2022-08-26,Delivered,17,52,4.94,3,Delayed but satisfactory.
DLV002245,ORD002245,PARTNER0014,2021-06-28,Cancelled,60,27,15.1,5,Delivery failed.
DLV002246,ORD002246,PARTNER0137,2023-08-30,Pending,108,123,38.33,4,Quick delivery!
DLV002247,ORD002247,PARTNER0307,2024-09-21,Cancelled,20,76,12.76,3,Quick delivery!
DLV002248,ORD002248,PARTNER0405,2023-05-28,Pending,27,24,45.58,3,Quick delivery!
DLV002249,ORD002249,PARTNER0273,2022-05-10,Pending,89,112,44.92,4,Delayed but satisfactory.
DLV002250,ORD002250,PARTNER0338,2022-08-24,Pending,32,17,11.05,2,Quick delivery!
DLV002251,ORD002251,PARTNER0123,2022-09-06,Pending,48,79,18.06,5,Quick delivery!
DLV002252,ORD002252,PARTNER0124,2021-05-30,Delivered,67,49,2.0,1,Delayed but satisfactory.
DLV002253,ORD002253,PARTNER0252,2022-10-20,Pending,42,133,43.24,3,Delayed but satisfactory.
DLV002254,ORD002254,PARTNER0081,2020-11-14,Delivered,39,54,9.31,3,Quick delivery!
DLV002255,ORD002255,PARTNER0350,2022-02-12,Delivered,70,67,31.2,3,Excellent service!
DLV002256,ORD002256,PARTNER0249,2021-02-17,Pending,38,41,36.58,4,Quick delivery!
DLV002257,ORD002257,PARTNER0488,2021-01-25,Delivered,41,89,2.74,3,Excellent service!
DLV002258,ORD002258,PARTNER0390,2024-03-29,Pending,43,74,19.76,2,Delayed but satisfactory.
DLV002259,ORD002259,PARTNER0156,2022-08-05,Cancelled,96,90,29.56,3,Delivery failed.
DLV002260,ORD002260,PARTNER0477,2020-10-16,Cancelled,120,30,8.33,2,Quick delivery!
DLV002261,ORD002261,PARTNER0090,2021-05-19,Cancelled,113,83,27.78,5,Delayed but satisfactory.
DLV002262,ORD002262,PARTNER0030,2020-10-30,Pending,95,129,21.89,4,Quick delivery!
DLV002263,ORD002263,PARTNER0010,2020-04-17,Cancelled,103,138,6.11,2,Delayed but satisfactory.
DLV002264,ORD002264,PARTNER0058,2023-07-28,Cancelled,55,121,40.86,4,Delayed but satisfactory.
DLV002265,ORD002265,PARTNER0444,2020-02-18,Delivered,74,21,29.89,4,Delivery failed.
DLV002266,ORD002266,PARTNER0231,2022-07-26,Pending,38,121,35.99,4,Delivery failed.
DLV002267,ORD002267,PARTNER0027,2024-08-05,Pending,66,49,28.63,2,Quick delivery!
DLV002268,ORD002268,PARTNER0407,2023-09-22,Cancelled,81,139,42.38,1,Excellent service!
DLV002269,ORD002269,PARTNER0260,2022-08-28,Delivered,54,22,2.26,2,Excellent service!
DLV002270,ORD002270,PARTNER0010,2023-12-08,Delivered,25,22,25.46,3,Excellent service!
DLV002271,ORD002271,PARTNER0360,2021-12-03,Delivered,50,119,10.81,4,Quick delivery!
DLV002272,ORD002272,PARTNER0360,2023-05-18,Delivered,31,34,22.03,5,Delayed but satisfactory.
DLV002273,ORD002273,PARTNER0384,2023-06-08,Delivered,73,96,11.89,3,Delivery failed.
DLV002274,ORD002274,PARTNER0080,2022-06-02,Delivered,17,103,4.34,4,Delivery failed.
DLV002275,ORD002275,PARTNER0005,2023-10-19,Cancelled,109,123,32.56,2,Delayed but satisfactory.
DLV002276,ORD002276,PARTNER0389,2023-12-16,Pending,109,40,37.3,2,Delayed but satisfactory.
DLV002277,ORD002277,PARTNER0336,2021-01-19,Pending,32,143,17.79,4,Delivery failed.
DLV002278,ORD002278,PARTNER0010,2022-10-14,Cancelled,72,71,1.36,1,Quick delivery!
DLV002279,ORD002279,PARTNER0294,2021-05-02,Pending,100,56,46.1,4,Delivery failed.
DLV002280,ORD002280,PARTNER0396,2021-04-25,Cancelled,55,117,23.42,5,Excellent service!
DLV002281,ORD002281,PARTNER0105,2020-07-21,Cancelled,29,71,29.96,5,Delayed but satisfactory.
DLV002282,ORD002282,PARTNER0472,2020-01-14,Pending,22,133,13.51,5,Excellent service!
DLV002283,ORD002283,PARTNER0193,2024-04-11,Cancelled,19,23,6.27,3,Quick delivery!
DLV002284,ORD002284,PARTNER0178,2021-12-25,Cancelled,57,32,31.43,2,Quick delivery!
DLV002285,ORD002285,PARTNER0405,2024-12-21,Delivered,67,41,36.93,2,Delivery failed.
DLV002286,ORD002286,PARTNER0026,2024-08-29,Cancelled,60,120,43.12,4,Delayed but satisfactory.
DLV002287,ORD002287,PARTNER0349,2024-06-26,Cancelled,99,104,18.65,4,Delayed but satisfactory.
DLV002288,ORD002288,PARTNER0325,2020-02-15,Pending,18,131,32.7,1,Delayed but satisfactory.
DLV002289,ORD002289,PARTNER0028,2024-12-11,Pending,90,17,1.58,4,Excellent service!
DLV002290,ORD002290,PARTNER0295,2024-03-20,Cancelled,113,75,30.83,1,Delayed but satisfactory.
DLV002291,ORD002291,PARTNER0202,2020-06-12,Pending,91,44,33.07,3,Excellent service!
DLV002292,ORD002292,PARTNER0344,2023-12-12,Pending,95,121,23.96,1,Quick delivery!
DLV002293,ORD002293,PARTNER0364,2021-11-27,Pending,18,110,49.43,2,Delivery failed.
DLV002294,ORD002294,PARTNER0368,2024-01-25,Cancelled,86,18,25.53,2,Delayed but satisfactory.
DLV002295,ORD002295,PARTNER0278,2022-06-28,Delivered,39,62,6.99,3,Quick delivery!
DLV002296,ORD002296,PARTNER0301,2024-04-16,Delivered,65,24,34.1,5,Delayed but satisfactory.
DLV002297,ORD002297,PARTNER0225,2024-03-08,Delivered,59,18,11.96,1,Delayed but satisfactory.
DLV002298,ORD002298,PARTNER0345,2024-05-03,Pending,20,143,28.5,2,Delayed but satisfactory.
DLV002299,ORD002299,PARTNER0116,2023-10-27,Pending,47,116,43.16,2,Delayed but satisfactory.
DLV002300,ORD002300,PARTNER0224,2021-12-27,Pending,65,68,36.7,4,Delivery failed.
DLV002301,ORD002301,PARTNER0497,2022-02-23,Delivered,90,75,8.61,3,Quick delivery!
DLV002302,ORD002302,PARTNER0377,2022-04-17,Pending,107,35,8.44,2,Excellent service!
DLV002303,ORD002303,PARTNER0180,2022-02-07,Delivered,36,38,14.13,4,Delayed but satisfactory.
DLV002304,ORD002304,PARTNER0365,2020-09-30,Pending,83,116,26.14,4,Delivery failed.
DLV002305,ORD002305,PARTNER0481,2023-06-06,Cancelled,103,91,39.48,1,Delayed but satisfactory.
DLV002306,ORD002306,PARTNER0372,2023-08-03,Cancelled,120,64,26.89,5,Quick delivery!
DLV002307,ORD002307,PARTNER0214,2020-08-26,Delivered,34,92,44.53,4,Excellent service!
DLV002308,ORD002308,PARTNER0352,2022-11-05,Delivered,35,35,14.79,2,Delayed but satisfactory.
DLV002309,ORD002309,PARTNER0453,2023-01-22,Pending,41,118,28.95,2,Delayed but satisfactory.
DLV002310,ORD002310,PARTNER0221,2024-04-14,Cancelled,49,137,32.53,1,Delivery failed.
DLV002311,ORD002311,PARTNER0450,2021-10-04,Pending,64,63,11.14,2,Excellent service!
DLV002312,ORD002312,PARTNER0142,2020-11-13,Pending,113,90,11.0,4,Quick delivery!
DLV002313,ORD002313,PARTNER0320,2023-02-27,Cancelled,29,48,17.68,1,Delivery failed.
DLV002314,ORD002314,PARTNER0150,2022-04-14,Delivered,104,136,36.75,1,Excellent service!
DLV002315,ORD002315,PARTNER0095,2023-09-21,Delivered,15,73,38.81,3,Quick delivery!
DLV002316,ORD002316,PARTNER0400,2023-03-28,Cancelled,78,102,10.24,3,Excellent service!
DLV002317,ORD002317,PARTNER0182,2022-10-02,Pending,115,93,30.79,4,Quick delivery!
DLV002318,ORD002318,PARTNER0376,2020-10-21,Pending,66,132,12.71,3,Delivery failed.
DLV002319,ORD002319,PARTNER0348,2022-11-10,Pending,20,132,17.11,3,Delayed but satisfactory.
DLV002320,ORD002320,PARTNER0345,2020-03-19,Cancelled,60,44,47.52,1,Delayed but satisfactory.
DLV002321,ORD002321,PARTNER0040,2022-08-09,Delivered,66,107,40.94,1,Excellent service!
DLV002322,ORD002322,PARTNER0317,2024-03-27,Pending,79,44,17.49,4,Delayed but satisfactory.
DLV002323,ORD002323,PARTNER0255,2022-08-04,Delivered,78,103,26.64,1,Delayed but satisfactory.
DLV002324,ORD002324,PARTNER0107,2022-10-06,Pending,91,62,24.43,5,Delayed but satisfactory.
DLV002325,ORD002325,PARTNER0435,2021-11-22,Pending,77,57,44.89,5,Excellent service!
DLV002326,ORD002326,PARTNER0257,2023-12-01,Delivered,109,141,9.32,3,Excellent service!
DLV002327,ORD002327,PARTNER0094,2021-03-26,Delivered,55,123,33.64,1,Quick delivery!
DLV002328,ORD002328,PARTNER0291,2023-04-03,Pending,53,50,16.93,3,Delayed but satisfactory.
DLV002329,ORD002329,PARTNER0377,2024-08-29,Delivered,18,83,21.36,3,Excellent service!
DLV002330,ORD002330,PARTNER0101,2024-07-19,Pending,90,48,22.19,2,Delivery failed.
DLV002331,ORD002331,PARTNER0391,2021-11-16,Cancelled,105,134,34.02,5,Delayed but satisfactory.
DLV002332,ORD002332,PARTNER0197,2024-11-30,Delivered,26,21,2.97,3,Quick delivery!
DLV002333,ORD002333,PARTNER0154,2024-08-30,Cancelled,25,95,4.68,5,Delivery failed.
DLV002334,ORD002334,PARTNER0370,2020-11-21,Cancelled,114,97,32.9,4,Delayed but satisfactory.
DLV002335,ORD002335,PARTNER0044,2021-06-23,Delivered,43,20,43.47,1,Excellent service!
DLV002336,ORD002336,PARTNER0020,2024-02-14,Pending,27,138,2.9,3,Excellent service!
DLV002337,ORD002337,PARTNER0288,2023-12-18,Cancelled,73,116,34.69,3,Excellent service!
DLV002338,ORD002338,PARTNER0313,2024-08-03,Delivered,64,122,38.08,5,Delivery failed.
DLV002339,ORD002339,PARTNER0469,2022-03-25,Delivered,94,20,36.8,1,Delivery failed.
DLV002340,ORD002340,PARTNER0127,2023-01-21,Cancelled,80,57,8.07,5,Delivery failed.
DLV002341,ORD002341,PARTNER0026,2020-01-25,Pending,104,133,21.96,4,Excellent service!
DLV002342,ORD002342,PARTNER0270,2022-03-09,Pending,36,86,47.85,3,Delivery failed.
DLV002343,ORD002343,PARTNER0334,2024-01-31,Cancelled,75,138,39.43,4,Delivery failed.
DLV002344,ORD002344,PARTNER0082,2023-02-13,Pending,85,69,8.06,2,Delivery failed.
DLV002345,ORD002345,PARTNER0416,2024-10-05,Delivered,56,15,13.09,2,Quick delivery!
DLV002346,ORD002346,PARTNER0119,2021-09-27,Pending,46,98,6.66,4,Excellent service!
DLV002347,ORD002347,PARTNER0159,2022-02-22,Pending,83,70,38.37,1,Excellent service!
DLV002348,ORD002348,PARTNER0190,2024-09-07,Pending,31,58,31.8,2,Delayed but satisfactory.
DLV002349,ORD002349,PARTNER0442,2024-11-23,Delivered,102,142,3.66,1,Delayed but satisfactory.
DLV002350,ORD002350,PARTNER0060,2021-11-25,Cancelled,53,66,40.63,4,Delayed but satisfactory.
DLV002351,ORD002351,PARTNER0297,2023-06-19,Pending,35,100,8.85,5,Excellent service!
DLV002352,ORD002352,PARTNER0317,2021-12-08,Cancelled,43,144,37.19,4,Quick delivery!
DLV002353,ORD002353,PARTNER0162,2024-06-14,Delivered,44,139,7.6,4,Delivery failed.
DLV002354,ORD002354,PARTNER0355,2023-09-12,Pending,80,34,33.79,3,Delayed but satisfactory.
DLV002355,ORD002355,PARTNER0421,2021-01-27,Pending,38,83,12.44,5,Quick delivery!
DLV002356,ORD002356,PARTNER0482,2024-07-01,Delivered,101,136,16.66,3,Delayed but satisfactory.
DLV002357,ORD002357,PARTNER0319,2022-01-31,Pending,106,36,12.28,5,Excellent service!
DLV002358,ORD002358,PARTNER0274,2024-09-24,Delivered,46,70,41.23,1,Delivery failed.
DLV002359,ORD002359,PARTNER0418,2024-01-26,Delivered,64,34,20.53,1,Delivery failed.
DLV002360,ORD002360,PARTNER0458,2023-11-03,Cancelled,76,45,13.2,1,Delivery failed.
DLV002361,ORD002361,PARTNER0048,2020-04-04,Pending,53,102,11.32,3,Delivery failed.
DLV002362,ORD002362,PARTNER0146,2022-05-18,Delivered,111,29,42.83,3,Delivery failed.
DLV002363,ORD002363,PARTNER0411,2022-03-16,Pending,86,133,7.47,4,Quick delivery!
DLV002364,ORD002364,PARTNER0302,2024-09-28,Delivered,65,89,37.81,4,Delayed but satisfactory.
DLV002365,ORD002365,PARTNER0054,2022-05-17,Cancelled,102,148,17.24,3,Quick delivery!
DLV002366,ORD002366,PARTNER0256,2024-10-01,Cancelled,18,125,41.94,1,Quick delivery!
DLV002367,ORD002367,PARTNER0255,2024-03-28,Pending,32,138,35.0,4,Delayed but satisfactory.
DLV002368,ORD002368,PARTNER0308,2023-10-22,Cancelled,78,132,31.56,5,Excellent service!
DLV002369,ORD002369,PARTNER0390,2024-01-16,Cancelled,18,34,16.26,5,Delivery failed.
DLV002370,ORD002370,PARTNER0366,2021-10-29,Delivered,114,143,17.58,3,Excellent service!
DLV002371,ORD002371,PARTNER0459,2022-03-25,Delivered,35,124,14.85,1,Excellent service!
DLV002372,ORD002372,PARTNER0324,2024-05-04,Pending,102,134,37.18,5,Delayed but satisfactory.
DLV002373,ORD002373,PARTNER0422,2021-08-07,Delivered,45,29,6.59,4,Quick delivery!
DLV002374,ORD002374,PARTNER0189,2021-10-17,Pending,48,116,30.63,2,Delivery failed.
DLV002375,ORD002375,PARTNER0199,2024-10-05,Delivered,69,115,9.76,2,Quick delivery!
DLV002376,ORD002376,PARTNER0390,2020-12-04,Delivered,36,111,26.08,3,Excellent service!
DLV002377,ORD002377,PARTNER0144,2023-03-24,Pending,42,136,5.44,3,Delayed but satisfactory.
DLV002378,ORD002378,PARTNER0040,2020-05-24,Delivered,20,98,41.61,5,Quick delivery!
DLV002379,ORD002379,PARTNER0430,2022-03-16,Pending,48,128,41.32,5,Excellent service!
DLV002380,ORD002380,PARTNER0462,2023-07-31,Cancelled,64,143,30.79,2,Quick delivery!
DLV002381,ORD002381,PARTNER0375,2022-11-30,Delivered,99,116,25.68,4,Quick delivery!
DLV002382,ORD002382,PARTNER0013,2022-08-30,Cancelled,71,40,37.17,4,Delayed but satisfactory.
DLV002383,ORD002383,PARTNER0408,2022-03-20,Cancelled,19,148,45.56,1,Quick delivery!
DLV002384,ORD002384,PARTNER0187,2024-05-20,Delivered,116,55,49.27,4,Excellent service!
DLV002385,ORD002385,PARTNER0163,2023-12-25,Pending,27,32,5.65,3,Delayed but satisfactory.
DLV002386,ORD002386,PARTNER0460,2024-06-18,Cancelled,83,132,22.43,3,Delayed but satisfactory.
DLV002387,ORD002387,PARTNER0029,2024-09-06,Pending,47,135,14.17,3,Delivery failed.
DLV002388,ORD002388,PARTNER0415,2024-01-20,Pending,32,103,43.04,1,Quick delivery!
DLV002389,ORD002389,PARTNER0163,2024-03-03,Cancelled,81,106,11.3,4,Delivery failed.
DLV002390,ORD002390,PARTNER0176,2023-12-03,Pending,61,57,13.83,3,Excellent service!
DLV002391,ORD002391,PARTNER0308,2024-03-06,Pending,43,82,39.3,1,Delivery failed.
DLV002392,ORD002392,PARTNER0058,2023-11-13,Delivered,19,82,35.57,4,Excellent service!
DLV002393,ORD002393,PARTNER0223,2024-03-17,Cancelled,29,19,14.33,4,Quick delivery!
DLV002394,ORD002394,PARTNER0391,2024-01-28,Cancelled,72,59,1.69,4,Excellent service!
DLV002395,ORD002395,PARTNER0390,2023-05-10,Delivered,46,44,22.28,5,Delivery failed.
DLV002396,ORD002396,PARTNER0272,2023-02-21,Pending,61,123,35.69,5,Delayed but satisfactory.
DLV002397,ORD002397,PARTNER0193,2024-07-08,Pending,61,146,16.22,4,Delivery failed.
DLV002398,ORD002398,PARTNER0210,2024-09-09,Cancelled,78,39,6.03,4,Delivery failed.
DLV002399,ORD002399,PARTNER0304,2023-07-21,Pending,15,100,29.86,5,Delayed but satisfactory.
DLV002400,ORD002400,PARTNER0078,2022-11-17,Delivered,30,101,28.58,3,Quick delivery!
DLV002401,ORD002401,PARTNER0080,2023-12-11,Delivered,49,98,6.14,4,Delivery failed.
DLV002402,ORD002402,PARTNER0358,2020-10-12,Pending,67,69,36.62,4,Quick delivery!
DLV002403,ORD002403,PARTNER0059,2021-08-12,Cancelled,23,70,21.14,2,Excellent service!
DLV002404,ORD002404,PARTNER0200,2024-08-05,Cancelled,40,138,12.77,5,Delayed but satisfactory.
DLV002405,ORD002405,PARTNER0072,2024-09-05,Delivered,81,55,4.04,2,Delivery failed.
DLV002406,ORD002406,PARTNER0494,2021-04-17,Pending,115,37,20.79,2,Delayed but satisfactory.
DLV002407,ORD002407,PARTNER0168,2023-04-13,Delivered,114,116,45.34,4,Delivery failed.
DLV002408,ORD002408,PARTNER0157,2020-09-11,Pending,120,27,35.81,4,Excellent service!
DLV002409,ORD002409,PARTNER0195,2023-06-24,Delivered,25,128,16.3,5,Delayed but satisfactory.
DLV002410,ORD002410,PARTNER0448,2024-06-03,Delivered,120,29,19.84,3,Delivery failed.
DLV002411,ORD002411,PARTNER0179,2022-11-20,Pending,77,69,37.97,5,Delayed but satisfactory.
DLV002412,ORD002412,PARTNER0088,2021-06-14,Pending,17,15,12.53,3,Quick delivery!
DLV002413,ORD002413,PARTNER0246,2022-01-03,Pending,89,131,30.76,3,Quick delivery!
DLV002414,ORD002414,PARTNER0010,2020-08-09,Delivered,20,25,36.5,3,Delivery failed.
DLV002415,ORD002415,PARTNER0492,2024-02-06,Cancelled,112,22,47.6,4,Delayed but satisfactory.
DLV002416,ORD002416,PARTNER0020,2022-02-24,Pending,85,30,10.2,2,Excellent service!
DLV002417,ORD002417,PARTNER0051,2021-11-26,Delivered,90,24,11.89,1,Quick delivery!
DLV002418,ORD002418,PARTNER0004,2022-05-24,Delivered,89,87,47.57,1,Delayed but satisfactory.
DLV002419,ORD002419,PARTNER0298,2020-11-12,Cancelled,80,100,30.68,2,Excellent service!
DLV002420,ORD002420,PARTNER0121,2021-05-07,Pending,20,146,13.89,3,Delivery failed.
DLV002421,ORD002421,PARTNER0247,2022-07-04,Delivered,77,106,42.83,5,Delivery failed.
DLV002422,ORD002422,PARTNER0166,2021-11-19,Cancelled,40,32,11.2,1,Excellent service!
DLV002423,ORD002423,PARTNER0138,2020-12-03,Pending,50,104,12.34,2,Excellent service!
DLV002424,ORD002424,PARTNER0050,2020-02-05,Cancelled,49,23,30.38,1,Excellent service!
DLV002425,ORD002425,PARTNER0434,2021-07-16,Delivered,59,119,6.85,4,Delayed but satisfactory.
DLV002426,ORD002426,PARTNER0340,2023-09-15,Delivered,42,94,37.24,5,Excellent service!
DLV002427,ORD002427,PARTNER0015,2020-10-08,Cancelled,68,77,11.92,2,Delayed but satisfactory.
DLV002428,ORD002428,PARTNER0158,2021-08-13,Cancelled,58,145,2.4,3,Quick delivery!
DLV002429,ORD002429,PARTNER0188,2022-10-05,Pending,97,82,37.28,1,Excellent service!
DLV002430,ORD002430,PARTNER0115,2022-03-14,Cancelled,105,83,2.75,5,Quick delivery!
DLV002431,ORD002431,PARTNER0396,2024-12-04,Cancelled,113,131,32.8,4,Excellent service!
DLV002432,ORD002432,PARTNER0219,2024-11-07,Delivered,109,115,15.92,3,Delayed but satisfactory.
DLV002433,ORD002433,PARTNER0120,2023-03-30,Pending,70,43,3.64,5,Delayed but satisfactory.
DLV002434,ORD002434,PARTNER0367,2022-09-11,Cancelled,105,63,26.99,3,Delivery failed.
DLV002435,ORD002435,PARTNER0381,2022-02-02,Cancelled,95,20,44.7,5,Delivery failed.
DLV002436,ORD002436,PARTNER0493,2023-03-26,Cancelled,63,31,14.25,2,Delivery failed.
DLV002437,ORD002437,PARTNER0364,2022-11-19,Cancelled,102,64,34.05,3,Delayed but satisfactory.
DLV002438,ORD002438,PARTNER0370,2024-01-05,Delivered,76,38,10.21,5,Quick delivery!
DLV002439,ORD002439,PARTNER0123,2021-01-05,Cancelled,83,54,39.89,1,Delayed but satisfactory.
DLV002440,ORD002440,PARTNER0343,2020-10-28,Delivered,67,108,44.2,1,Quick delivery!
DLV002441,ORD002441,PARTNER0248,2024-07-04,Delivered,58,125,26.61,4,Excellent service!
DLV002442,ORD002442,PARTNER0090,2023-02-08,Delivered,98,131,15.2,4,Excellent service!
DLV002443,ORD002443,PARTNER0089,2021-06-14,Pending,96,93,38.95,5,Excellent service!
DLV002444,ORD002444,PARTNER0077,2020-07-09,Cancelled,116,47,44.72,2,Quick delivery!
DLV002445,ORD002445,PARTNER0025,2023-08-12,Pending,61,66,14.2,4,Quick delivery!
DLV002446,ORD002446,PARTNER0391,2022-03-18,Pending,93,70,15.16,1,Excellent service!
DLV002447,ORD002447,PARTNER0487,2024-03-07,Pending,58,136,43.86,3,Quick delivery!
DLV002448,ORD002448,PARTNER0406,2021-02-18,Cancelled,43,20,34.94,4,Delivery failed.
DLV002449,ORD002449,PARTNER0320,2021-07-18,Pending,54,137,23.7,3,Delivery failed.
DLV002450,ORD002450,PARTNER0407,2023-12-18,Delivered,44,80,5.13,1,Excellent service!
DLV002451,ORD002451,PARTNER0273,2022-03-13,Cancelled,86,89,11.37,4,Quick delivery!
DLV002452,ORD002452,PARTNER0068,2020-10-12,Pending,42,117,11.96,5,Excellent service!
DLV002453,ORD002453,PARTNER0386,2022-11-23,Pending,72,52,7.07,4,Excellent service!
DLV002454,ORD002454,PARTNER0206,2020-04-11,Cancelled,71,143,36.75,4,Delayed but satisfactory.
DLV002455,ORD002455,PARTNER0486,2023-10-30,Pending,84,54,36.78,4,Excellent service!
DLV002456,ORD002456,PARTNER0359,2024-04-28,Cancelled,40,123,10.73,4,Excellent service!
DLV002457,ORD002457,PARTNER0317,2024-04-27,Cancelled,56,144,24.59,2,Delayed but satisfactory.
DLV002458,ORD002458,PARTNER0077,2020-12-09,Pending,74,38,42.24,5,Delayed but satisfactory.
DLV002459,ORD002459,PARTNER0394,2023-11-08,Cancelled,120,44,29.32,3,Quick delivery!
DLV002460,ORD002460,PARTNER0118,2021-01-23,Pending,77,23,1.89,1,Delivery failed.
DLV002461,ORD002461,PARTNER0499,2021-09-16,Cancelled,72,44,18.28,4,Delayed but satisfactory.
DLV002462,ORD002462,PARTNER0359,2020-07-26,Pending,102,70,30.72,5,Delivery failed.
DLV002463,ORD002463,PARTNER0128,2023-04-09,Pending,55,61,30.63,3,Excellent service!
DLV002464,ORD002464,PARTNER0260,2020-04-27,Pending,85,32,25.85,3,Excellent service!
DLV002465,ORD002465,PARTNER0264,2024-07-13,Pending,70,134,35.31,1,Quick delivery!
DLV002466,ORD002466,PARTNER0075,2020-09-29,Pending,64,63,20.26,1,Delivery failed.
DLV002467,ORD002467,PARTNER0068,2021-12-02,Pending,80,128,32.22,1,Quick delivery!
DLV002468,ORD002468,PARTNER0302,2021-05-14,Pending,70,56,2.53,3,Excellent service!
DLV002469,ORD002469,PARTNER0458,2021-06-19,Delivered,113,42,24.33,2,Delivery failed.
DLV002470,ORD002470,PARTNER0041,2022-08-16,Delivered,75,126,48.86,2,Quick delivery!
DLV002471,ORD002471,PARTNER0395,2020-07-18,Pending,37,75,5.07,5,Delayed but satisfactory.
DLV002472,ORD002472,PARTNER0036,2021-07-31,Cancelled,24,57,49.29,5,Quick delivery!
DLV002473,ORD002473,PARTNER0413,2024-09-26,Cancelled,108,32,26.62,1,Excellent service!
DLV002474,ORD002474,PARTNER0049,2024-01-30,Cancelled,65,53,32.43,2,Delivery failed.
DLV002475,ORD002475,PARTNER0385,2023-07-31,Cancelled,19,78,22.32,2,Delivery failed.
DLV002476,ORD002476,PARTNER0061,2023-12-08,Cancelled,90,16,33.62,1,Excellent service!
DLV002477,ORD002477,PARTNER0394,2021-12-20,Pending,34,129,12.03,3,Delayed but satisfactory.
DLV002478,ORD002478,PARTNER0485,2022-11-02,Delivered,53,55,32.48,2,Delivery failed.
DLV002479,ORD002479,PARTNER0082,2021-09-20,Cancelled,64,77,29.96,5,Delayed but satisfactory.
DLV002480,ORD002480,PARTNER0276,2024-11-07,Pending,83,68,27.0,1,Delayed but satisfactory.
DLV002481,ORD002481,PARTNER0447,2021-05-30,Pending,82,55,10.24,1,Quick delivery!
DLV002482,ORD002482,PARTNER0463,2020-02-22,Pending,67,84,10.57,2,Delivery failed.
DLV002483,ORD002483,PARTNER0198,2023-08-13,Delivered,64,26,33.14,1,Delivery failed.
DLV002484,ORD002484,PARTNER0305,2020-05-28,Delivered,98,20,1.29,4,Delivery failed.
DLV002485,ORD002485,PARTNER0371,2022-05-07,Cancelled,46,16,5.65,4,Delayed but satisfactory.
DLV002486,ORD002486,PARTNER0452,2024-06-09,Delivered,21,34,8.49,5,Delayed but satisfactory.
DLV002487,ORD002487,PARTNER0319,2023-11-19,Pending,40,131,26.18,4,Excellent service!
DLV002488,ORD002488,PARTNER0407,2022-04-06,Cancelled,115,131,29.66,1,Delayed but satisfactory.
DLV002489,ORD002489,PARTNER0364,2022-07-10,Delivered,108,75,16.74,3,Delivery failed.
DLV002490,ORD002490,PARTNER0337,2022-05-19,Cancelled,56,135,25.29,2,Delivery failed.
DLV002491,ORD002491,PARTNER0325,2023-05-28,Cancelled,116,50,28.23,2,Delivery failed.
DLV002492,ORD002492,PARTNER0432,2022-05-30,Cancelled,101,36,14.91,2,Delivery failed.
DLV002493,ORD002493,PARTNER0109,2022-10-16,Pending,51,116,45.62,2,Excellent service!
DLV002494,ORD002494,PARTNER0247,2024-11-05,Cancelled,67,137,36.43,1,Delivery failed.
DLV002495,ORD002495,PARTNER0439,2024-09-23,Cancelled,28,94,41.81,4,Quick delivery!
DLV002496,ORD002496,PARTNER0021,2024-09-20,Delivered,78,95,35.37,2,Delivery failed.
DLV002497,ORD002497,PARTNER0046,2023-04-02,Delivered,118,92,20.12,4,Delayed but satisfactory.
DLV002498,ORD002498,PARTNER0299,2021-03-27,Cancelled,36,137,45.33,2,Excellent service!
DLV002499,ORD002499,PARTNER0094,2022-06-10,Pending,32,19,29.74,5,Delivery failed.
DLV002500,ORD002500,PARTNER0264,2021-12-06,Cancelled,86,116,35.6,2,Excellent service!
DLV002501,ORD002501,PARTNER0432,2021-11-07,Cancelled,95,141,27.96,5,Delayed but satisfactory.
DLV002502,ORD002502,PARTNER0162,2024-10-16,Pending,76,81,5.08,5,Delivery failed.
DLV002503,ORD002503,PARTNER0414,2024-03-01,Pending,97,45,13.1,1,Quick delivery!
