zone_id,city,postal_code,zone_name,delivery_fee,distance_limit,operational_hours,zone_manager,is_active,comments
ZONE04587,New York,91203,Rural Zone,5.62,15.8,9 AM - 9 PM,ADMIN02518,False,Premium delivery zone
ZONE05982,Chicago,59579,Business District,13.28,9.2,9 AM - 9 PM,ADMIN02547,False,Newly added zone
ZONE02253,Los Angeles,21133,Residential Zone,10.02,9.09,9 AM - 9 PM,ADMIN02767,False,Premium delivery zone
ZONE01652,Los Angeles,31287,Rural Zone,3.63,14.68,9 AM - 9 PM,ADMIN02545,True,Premium delivery zone
ZONE08556,Chicago,88129,Downtown Zone,7.39,2.91,9 AM - 9 PM,ADMIN02104,True,Low delivery fee zone
ZONE05736,Chicago,82480,Business District,2.54,10.68,9 AM - 9 PM,ADMIN02821,False,Premium delivery zone
ZONE05306,New York,35080,Business District,9.62,7.18,9 AM - 9 PM,ADMIN02200,False,Premium delivery zone
ZONE09568,Los Angeles,70259,Suburban Area,6.51,11.38,9 AM - 9 PM,ADMIN02148,False,High demand area
ZONE03232,New York,47703,Rural Zone,0.84,4.81,9 AM - 9 PM,ADMIN02443,False,Premium delivery zone
ZONE02361,Chicago,61514,Rural Zone,14.32,15.89,9 AM - 9 PM,ADMIN02162,False,Newly added zone
ZONE07845,Los Angeles,94386,Downtown Zone,3.76,7.8,9 AM - 9 PM,ADMIN02076,False,Newly added zone
ZONE00869,New York,96172,Suburban Area,7.84,4.8,9 AM - 9 PM,ADMIN02454,True,Fast delivery available
ZONE02898,Los Angeles,51583,Suburban Area,7.38,6.75,9 AM - 9 PM,ADMIN02245,False,Newly added zone
ZONE01532,Phoenix,35639,Rural Zone,10.55,19.01,9 AM - 9 PM,ADMIN02729,True,High demand area
ZONE09179,New York,86887,Downtown Zone,2.93,18.02,9 AM - 9 PM,ADMIN02480,False,Low delivery fee zone
ZONE03497,Houston,55874,Business District,6.72,14.73,9 AM - 9 PM,ADMIN02154,False,Newly added zone
ZONE00083,New York,31852,Residential Zone,9.81,1.42,9 AM - 9 PM,ADMIN02682,True,Fast delivery available
ZONE00335,Los Angeles,37585,Business District,2.63,10.01,9 AM - 9 PM,ADMIN02306,False,Premium delivery zone
ZONE07445,Houston,35444,Downtown Zone,3.78,12.36,9 AM - 9 PM,ADMIN02556,False,Premium delivery zone
ZONE02750,New York,68554,Suburban Area,11.34,2.97,9 AM - 9 PM,ADMIN02341,True,Newly added zone
ZONE01872,New York,48819,Rural Zone,12.24,13.21,9 AM - 9 PM,ADMIN02505,True,High demand area
ZONE09907,Los Angeles,85036,Suburban Area,8.28,9.47,9 AM - 9 PM,ADMIN02104,False,High demand area
ZONE03089,Chicago,97923,Suburban Area,0.26,2.35,9 AM - 9 PM,ADMIN02152,True,Newly added zone
ZONE09906,Houston,94096,Downtown Zone,6.43,19.16,9 AM - 9 PM,ADMIN02702,False,Fast delivery available
ZONE05937,Chicago,50529,Residential Zone,5.15,4.31,9 AM - 9 PM,ADMIN02895,False,Fast delivery available
ZONE02927,Chicago,28456,Business District,12.36,7.45,9 AM - 9 PM,ADMIN02238,False,Low delivery fee zone
ZONE02037,Chicago,53808,Downtown Zone,10.12,14.12,9 AM - 9 PM,ADMIN02679,True,Fast delivery available
ZONE09586,Houston,43979,Suburban Area,2.31,3.73,9 AM - 9 PM,ADMIN02218,True,Fast delivery available
ZONE00322,Los Angeles,15083,Downtown Zone,12.39,17.93,9 AM - 9 PM,ADMIN02242,False,Fast delivery available
ZONE01017,New York,82136,Residential Zone,7.32,15.1,9 AM - 9 PM,ADMIN02454,False,High demand area
ZONE03562,Houston,14648,Rural Zone,10.81,12.81,9 AM - 9 PM,ADMIN02705,False,High demand area
ZONE02207,Houston,52663,Residential Zone,2.18,12.69,9 AM - 9 PM,ADMIN02706,False,Low delivery fee zone
ZONE06921,New York,83366,Residential Zone,11.2,13.05,9 AM - 9 PM,ADMIN02963,True,High demand area
ZONE00371,Houston,49060,Suburban Area,4.5,7.71,9 AM - 9 PM,ADMIN02240,False,Low delivery fee zone
ZONE04744,Houston,59770,Rural Zone,7.94,4.76,9 AM - 9 PM,ADMIN02822,True,Fast delivery available
ZONE09033,New York,15766,Suburban Area,14.89,17.34,9 AM - 9 PM,ADMIN02856,True,High demand area
ZONE02926,New York,61676,Rural Zone,2.78,12.52,9 AM - 9 PM,ADMIN02903,True,Newly added zone
ZONE09780,Los Angeles,85952,Suburban Area,5.94,16.13,9 AM - 9 PM,ADMIN02353,True,Newly added zone
ZONE09808,New York,27085,Business District,1.86,8.28,9 AM - 9 PM,ADMIN02035,False,Low delivery fee zone
ZONE01904,Houston,24183,Rural Zone,4.4,5.65,9 AM - 9 PM,ADMIN02956,False,Premium delivery zone
ZONE03740,Chicago,22689,Downtown Zone,12.98,19.03,9 AM - 9 PM,ADMIN02216,False,Newly added zone
ZONE08489,Phoenix,68840,Residential Zone,7.93,10.96,9 AM - 9 PM,ADMIN02878,True,High demand area
ZONE07145,Chicago,90887,Residential Zone,4.37,18.06,9 AM - 9 PM,ADMIN02078,True,Premium delivery zone
ZONE03414,New York,27156,Downtown Zone,6.97,6.36,9 AM - 9 PM,ADMIN02439,False,Premium delivery zone
ZONE02433,New York,90636,Suburban Area,4.28,4.11,9 AM - 9 PM,ADMIN02778,True,Fast delivery available
ZONE02451,Phoenix,64066,Suburban Area,8.59,12.13,9 AM - 9 PM,ADMIN02587,False,Newly added zone
ZONE05037,Phoenix,75678,Residential Zone,3.34,2.65,9 AM - 9 PM,ADMIN02326,True,Low delivery fee zone
ZONE03460,Los Angeles,20350,Business District,8.57,11.96,9 AM - 9 PM,ADMIN02947,False,Fast delivery available
ZONE02351,Houston,88724,Rural Zone,8.24,3.24,9 AM - 9 PM,ADMIN02198,True,Premium delivery zone
ZONE09790,Chicago,36806,Business District,6.83,14.7,9 AM - 9 PM,ADMIN02491,True,Newly added zone
ZONE03841,Los Angeles,73037,Rural Zone,12.06,1.57,9 AM - 9 PM,ADMIN02559,False,Fast delivery available
ZONE03824,New York,53344,Downtown Zone,3.84,11.4,9 AM - 9 PM,ADMIN02806,True,Fast delivery available
ZONE02729,Los Angeles,72623,Business District,0.47,13.32,9 AM - 9 PM,ADMIN02658,False,High demand area
ZONE08384,Los Angeles,47700,Suburban Area,10.4,17.86,9 AM - 9 PM,ADMIN02332,True,Low delivery fee zone
ZONE08907,Houston,55239,Business District,2.29,15.85,9 AM - 9 PM,ADMIN02488,False,High demand area
ZONE07186,Los Angeles,52529,Business District,0.97,1.05,9 AM - 9 PM,ADMIN02750,True,Low delivery fee zone
ZONE01671,Chicago,16370,Suburban Area,7.55,14.04,9 AM - 9 PM,ADMIN02697,True,High demand area
ZONE08509,Los Angeles,56326,Suburban Area,7.8,14.1,9 AM - 9 PM,ADMIN02553,True,Premium delivery zone
ZONE06126,Los Angeles,41034,Suburban Area,13.71,3.9,9 AM - 9 PM,ADMIN02762,False,Premium delivery zone
ZONE02663,Phoenix,11920,Business District,6.22,5.02,9 AM - 9 PM,ADMIN02277,False,Fast delivery available
ZONE08025,Los Angeles,20784,Downtown Zone,2.58,6.21,9 AM - 9 PM,ADMIN02101,False,High demand area
ZONE08107,Los Angeles,70701,Suburban Area,7.46,11.06,9 AM - 9 PM,ADMIN02626,False,Fast delivery available
ZONE06477,New York,78446,Downtown Zone,10.08,5.98,9 AM - 9 PM,ADMIN02749,True,Fast delivery available
ZONE02999,Phoenix,10748,Downtown Zone,10.22,5.54,9 AM - 9 PM,ADMIN02357,True,Newly added zone
ZONE05693,New York,12922,Suburban Area,6.28,18.58,9 AM - 9 PM,ADMIN02395,False,Low delivery fee zone
ZONE01759,Chicago,45768,Rural Zone,9.14,10.58,9 AM - 9 PM,ADMIN02340,True,Fast delivery available
ZONE09531,Los Angeles,14744,Rural Zone,9.22,3.16,9 AM - 9 PM,ADMIN02701,True,Low delivery fee zone
ZONE00332,Houston,48515,Business District,1.09,17.27,9 AM - 9 PM,ADMIN02346,True,Low delivery fee zone
ZONE08710,Phoenix,29554,Downtown Zone,1.88,2.97,9 AM - 9 PM,ADMIN02178,True,Premium delivery zone
ZONE04888,Chicago,42089,Residential Zone,2.66,3.03,9 AM - 9 PM,ADMIN02032,False,Premium delivery zone
ZONE04994,Houston,38146,Residential Zone,9.78,6.95,9 AM - 9 PM,ADMIN02670,False,High demand area
ZONE08922,New York,41082,Suburban Area,12.65,3.2,9 AM - 9 PM,ADMIN02448,True,Fast delivery available
ZONE07980,Los Angeles,66668,Suburban Area,2.21,11.61,9 AM - 9 PM,ADMIN02914,True,Newly added zone
ZONE04686,Houston,34269,Residential Zone,3.28,16.53,9 AM - 9 PM,ADMIN02545,False,Newly added zone
ZONE04011,Los Angeles,68439,Residential Zone,8.58,5.59,9 AM - 9 PM,ADMIN02718,True,Newly added zone
ZONE06288,Chicago,52711,Residential Zone,9.04,3.46,9 AM - 9 PM,ADMIN02623,False,High demand area
ZONE01935,Phoenix,72883,Residential Zone,7.27,2.64,9 AM - 9 PM,ADMIN02465,True,Premium delivery zone
ZONE00354,Chicago,59463,Business District,13.71,14.81,9 AM - 9 PM,ADMIN02897,False,Fast delivery available
ZONE06040,Chicago,70081,Business District,9.79,2.03,9 AM - 9 PM,ADMIN02070,True,High demand area
ZONE05012,Phoenix,46951,Business District,3.37,19.11,9 AM - 9 PM,ADMIN02480,True,High demand area
ZONE06364,Phoenix,63398,Business District,9.62,16.59,9 AM - 9 PM,ADMIN02130,False,High demand area
ZONE05058,New York,32709,Rural Zone,7.78,16.36,9 AM - 9 PM,ADMIN02828,False,Newly added zone
ZONE03300,Los Angeles,94713,Suburban Area,8.74,1.52,9 AM - 9 PM,ADMIN02329,False,High demand area
ZONE07194,Phoenix,62784,Business District,9.77,14.55,9 AM - 9 PM,ADMIN02808,False,Low delivery fee zone
ZONE01251,Phoenix,50378,Residential Zone,8.21,5.21,9 AM - 9 PM,ADMIN02767,False,High demand area
ZONE03366,Phoenix,21374,Downtown Zone,14.63,2.99,9 AM - 9 PM,ADMIN02941,True,Premium delivery zone
ZONE00821,Phoenix,20381,Downtown Zone,1.02,16.71,9 AM - 9 PM,ADMIN02751,False,Fast delivery available
ZONE04768,New York,90406,Rural Zone,1.04,11.76,9 AM - 9 PM,ADMIN02980,True,Premium delivery zone
ZONE01705,Chicago,75574,Rural Zone,2.76,10.37,9 AM - 9 PM,ADMIN02905,False,High demand area
ZONE03989,Los Angeles,80136,Downtown Zone,8.49,11.6,9 AM - 9 PM,ADMIN02557,False,Premium delivery zone
ZONE03922,Chicago,41220,Rural Zone,10.99,3.8,9 AM - 9 PM,ADMIN02848,True,Fast delivery available
ZONE01742,New York,71326,Business District,13.07,1.67,9 AM - 9 PM,ADMIN02711,True,Newly added zone
ZONE06032,New York,86854,Suburban Area,11.25,7.8,9 AM - 9 PM,ADMIN02258,False,High demand area
ZONE06936,New York,29099,Residential Zone,6.23,5.36,9 AM - 9 PM,ADMIN02361,True,High demand area
ZONE05497,New York,64296,Business District,0.21,13.3,9 AM - 9 PM,ADMIN02625,True,Fast delivery available
ZONE00493,Phoenix,84070,Suburban Area,14.89,3.47,9 AM - 9 PM,ADMIN02313,False,High demand area
ZONE07331,Los Angeles,59726,Residential Zone,0.66,15.02,9 AM - 9 PM,ADMIN02769,False,Low delivery fee zone
ZONE01140,New York,79830,Business District,2.23,1.55,9 AM - 9 PM,ADMIN02561,True,Premium delivery zone
ZONE03282,Los Angeles,91659,Rural Zone,13.56,7.87,9 AM - 9 PM,ADMIN02579,False,High demand area
ZONE05391,Chicago,35150,Residential Zone,0.31,7.52,9 AM - 9 PM,ADMIN02346,True,Fast delivery available
ZONE06571,New York,39534,Business District,14.22,7.75,9 AM - 9 PM,ADMIN02262,True,Fast delivery available
ZONE01576,Houston,21383,Residential Zone,8.08,7.65,9 AM - 9 PM,ADMIN02186,True,Premium delivery zone
ZONE03833,Houston,16881,Suburban Area,2.05,7.02,9 AM - 9 PM,ADMIN02055,False,Premium delivery zone
ZONE05465,Chicago,66679,Business District,4.82,6.12,9 AM - 9 PM,ADMIN02658,True,Newly added zone
ZONE02706,Los Angeles,82101,Rural Zone,9.12,5.19,9 AM - 9 PM,ADMIN02870,False,Premium delivery zone
ZONE08175,Phoenix,32371,Residential Zone,0.72,15.21,9 AM - 9 PM,ADMIN02054,False,Fast delivery available
ZONE05263,New York,88363,Downtown Zone,3.46,15.44,9 AM - 9 PM,ADMIN02259,False,Newly added zone
ZONE09345,Phoenix,13788,Downtown Zone,7.25,10.84,9 AM - 9 PM,ADMIN02095,False,Fast delivery available
ZONE01177,New York,71207,Residential Zone,6.6,6.2,9 AM - 9 PM,ADMIN02083,False,Fast delivery available
ZONE09901,Los Angeles,63407,Rural Zone,14.56,10.03,9 AM - 9 PM,ADMIN02821,False,Low delivery fee zone
ZONE01379,Phoenix,69417,Rural Zone,10.0,4.86,9 AM - 9 PM,ADMIN02774,True,Fast delivery available
ZONE07780,Houston,30025,Business District,11.93,17.13,9 AM - 9 PM,ADMIN02468,False,Low delivery fee zone
ZONE08476,Chicago,49019,Suburban Area,8.15,15.17,9 AM - 9 PM,ADMIN02133,False,Fast delivery available
ZONE08286,Phoenix,42897,Downtown Zone,9.45,12.71,9 AM - 9 PM,ADMIN02804,True,Premium delivery zone
ZONE03844,Houston,45485,Downtown Zone,6.2,11.31,9 AM - 9 PM,ADMIN02818,True,Newly added zone
ZONE00636,Houston,19495,Suburban Area,14.77,4.93,9 AM - 9 PM,ADMIN02840,False,Premium delivery zone
ZONE00756,Los Angeles,49531,Residential Zone,1.19,10.0,9 AM - 9 PM,ADMIN02489,True,High demand area
ZONE09748,Los Angeles,76076,Rural Zone,14.0,19.98,9 AM - 9 PM,ADMIN02632,True,Low delivery fee zone
ZONE01944,Houston,75125,Residential Zone,9.99,17.72,9 AM - 9 PM,ADMIN02375,True,Newly added zone
ZONE07835,Los Angeles,13470,Business District,5.48,5.37,9 AM - 9 PM,ADMIN02543,True,Low delivery fee zone
ZONE02197,Chicago,79437,Residential Zone,14.78,12.86,9 AM - 9 PM,ADMIN02023,False,Newly added zone
ZONE09253,Houston,63263,Rural Zone,7.41,13.93,9 AM - 9 PM,ADMIN02301,True,High demand area
ZONE01182,New York,40200,Business District,13.08,12.89,9 AM - 9 PM,ADMIN02201,False,High demand area
ZONE03201,Los Angeles,87599,Downtown Zone,6.66,7.09,9 AM - 9 PM,ADMIN02753,True,High demand area
ZONE00586,Houston,27597,Rural Zone,6.63,8.88,9 AM - 9 PM,ADMIN02255,False,Newly added zone
ZONE01142,Los Angeles,92390,Business District,12.88,19.09,9 AM - 9 PM,ADMIN02322,True,Low delivery fee zone
ZONE01897,Chicago,64046,Business District,7.08,13.5,9 AM - 9 PM,ADMIN02181,False,Fast delivery available
ZONE01373,Phoenix,72792,Rural Zone,11.22,13.48,9 AM - 9 PM,ADMIN02092,True,Fast delivery available
ZONE02724,Houston,68545,Rural Zone,9.22,7.8,9 AM - 9 PM,ADMIN02591,False,Fast delivery available
ZONE05927,Los Angeles,66390,Suburban Area,4.0,17.5,9 AM - 9 PM,ADMIN02578,True,Newly added zone
ZONE09007,Chicago,57069,Downtown Zone,10.52,1.31,9 AM - 9 PM,ADMIN02825,True,Newly added zone
ZONE04812,New York,97407,Downtown Zone,8.4,13.98,9 AM - 9 PM,ADMIN02717,False,High demand area
ZONE00702,Phoenix,67173,Suburban Area,3.21,3.35,9 AM - 9 PM,ADMIN02519,True,Newly added zone
ZONE03625,Los Angeles,49078,Rural Zone,0.0,15.64,9 AM - 9 PM,ADMIN02351,False,High demand area
ZONE07099,New York,17490,Business District,9.55,9.4,9 AM - 9 PM,ADMIN02915,True,Fast delivery available
ZONE02091,New York,56331,Downtown Zone,12.69,12.31,9 AM - 9 PM,ADMIN02433,True,Newly added zone
ZONE01498,Houston,27738,Suburban Area,2.3,10.76,9 AM - 9 PM,ADMIN02021,False,Low delivery fee zone
ZONE04979,Los Angeles,77604,Suburban Area,3.15,5.41,9 AM - 9 PM,ADMIN02375,True,High demand area
ZONE07360,New York,13499,Residential Zone,5.41,19.33,9 AM - 9 PM,ADMIN02521,True,Fast delivery available
ZONE00949,Chicago,47765,Business District,0.56,10.8,9 AM - 9 PM,ADMIN02189,True,Fast delivery available
ZONE03417,Phoenix,91139,Residential Zone,4.07,8.22,9 AM - 9 PM,ADMIN02851,False,Low delivery fee zone
ZONE04533,New York,46761,Business District,0.04,3.68,9 AM - 9 PM,ADMIN02314,True,Newly added zone
ZONE09504,Phoenix,46326,Residential Zone,10.94,11.39,9 AM - 9 PM,ADMIN02784,True,Low delivery fee zone
ZONE08333,Houston,85811,Business District,13.25,11.05,9 AM - 9 PM,ADMIN02253,False,Newly added zone
ZONE06592,Los Angeles,31858,Business District,8.39,13.38,9 AM - 9 PM,ADMIN02920,False,High demand area
ZONE02930,Houston,85830,Suburban Area,2.17,15.09,9 AM - 9 PM,ADMIN02808,True,Fast delivery available
ZONE07345,Los Angeles,59308,Suburban Area,1.24,13.25,9 AM - 9 PM,ADMIN02330,True,Newly added zone
ZONE03211,Houston,88013,Business District,9.82,3.7,9 AM - 9 PM,ADMIN02644,False,Newly added zone
ZONE03934,Phoenix,36080,Residential Zone,5.46,13.27,9 AM - 9 PM,ADMIN02539,False,Fast delivery available
ZONE01492,Los Angeles,89096,Suburban Area,13.08,3.04,9 AM - 9 PM,ADMIN02650,True,Newly added zone
ZONE09899,Los Angeles,87253,Residential Zone,9.6,10.53,9 AM - 9 PM,ADMIN02204,True,Fast delivery available
ZONE09977,Los Angeles,18180,Rural Zone,5.53,19.12,9 AM - 9 PM,ADMIN02460,False,Premium delivery zone
ZONE08668,Los Angeles,92892,Rural Zone,6.89,1.38,9 AM - 9 PM,ADMIN02858,True,Low delivery fee zone
ZONE04957,Houston,39693,Downtown Zone,3.94,11.54,9 AM - 9 PM,ADMIN02556,False,Premium delivery zone
ZONE00602,Houston,49679,Residential Zone,3.19,7.65,9 AM - 9 PM,ADMIN02231,False,Premium delivery zone
ZONE02016,Phoenix,16841,Business District,4.09,8.58,9 AM - 9 PM,ADMIN02170,False,High demand area
ZONE04900,Phoenix,22002,Suburban Area,12.2,10.74,9 AM - 9 PM,ADMIN02884,False,Low delivery fee zone
ZONE07574,Los Angeles,29731,Suburban Area,4.5,2.2,9 AM - 9 PM,ADMIN02300,True,Newly added zone
ZONE01816,Houston,51615,Downtown Zone,1.59,7.61,9 AM - 9 PM,ADMIN02775,False,Fast delivery available
ZONE06397,Chicago,42036,Residential Zone,0.39,12.83,9 AM - 9 PM,ADMIN02406,False,Fast delivery available
ZONE03782,Houston,99102,Downtown Zone,2.18,17.21,9 AM - 9 PM,ADMIN02506,False,High demand area
ZONE02720,Phoenix,12977,Rural Zone,5.71,6.59,9 AM - 9 PM,ADMIN02553,True,Low delivery fee zone
ZONE01510,New York,45377,Business District,6.9,12.33,9 AM - 9 PM,ADMIN02814,False,High demand area
ZONE06306,Los Angeles,33638,Business District,13.28,14.01,9 AM - 9 PM,ADMIN02342,True,Fast delivery available
ZONE07041,Chicago,41415,Residential Zone,2.38,11.27,9 AM - 9 PM,ADMIN02254,False,Premium delivery zone
ZONE01238,Houston,60400,Downtown Zone,7.57,5.76,9 AM - 9 PM,ADMIN02966,False,Premium delivery zone
ZONE06152,New York,55704,Residential Zone,14.76,6.85,9 AM - 9 PM,ADMIN02879,False,Newly added zone
ZONE04332,Houston,72831,Residential Zone,9.87,14.19,9 AM - 9 PM,ADMIN02098,False,Low delivery fee zone
ZONE00557,Houston,12362,Downtown Zone,2.68,7.71,9 AM - 9 PM,ADMIN02658,False,Newly added zone
ZONE00108,New York,37962,Rural Zone,4.25,8.17,9 AM - 9 PM,ADMIN02343,True,Low delivery fee zone
ZONE06209,Chicago,38831,Suburban Area,4.33,2.8,9 AM - 9 PM,ADMIN02764,True,High demand area
ZONE07322,Los Angeles,85273,Downtown Zone,8.15,6.93,9 AM - 9 PM,ADMIN02969,False,Premium delivery zone
ZONE01892,Chicago,33779,Suburban Area,14.64,18.3,9 AM - 9 PM,ADMIN02073,True,Fast delivery available
ZONE02363,Houston,91993,Suburban Area,9.62,8.02,9 AM - 9 PM,ADMIN02264,False,Low delivery fee zone
ZONE00145,New York,64431,Rural Zone,3.06,4.51,9 AM - 9 PM,ADMIN02988,True,Low delivery fee zone
ZONE06145,Houston,33957,Residential Zone,6.46,8.15,9 AM - 9 PM,ADMIN02729,False,Fast delivery available
ZONE01587,New York,42764,Downtown Zone,11.9,17.49,9 AM - 9 PM,ADMIN02802,False,Fast delivery available
ZONE04379,Phoenix,89590,Business District,10.48,19.39,9 AM - 9 PM,ADMIN02294,False,Low delivery fee zone
ZONE00088,Phoenix,49403,Suburban Area,9.79,9.24,9 AM - 9 PM,ADMIN02527,True,Premium delivery zone
ZONE02089,Phoenix,90133,Suburban Area,1.99,2.71,9 AM - 9 PM,ADMIN02720,True,Newly added zone
ZONE02578,Houston,54030,Rural Zone,11.78,6.02,9 AM - 9 PM,ADMIN02862,True,Premium delivery zone
ZONE05188,Chicago,30412,Business District,3.75,6.5,9 AM - 9 PM,ADMIN02221,True,Fast delivery available
ZONE01237,New York,54745,Business District,7.18,19.47,9 AM - 9 PM,ADMIN02499,False,Fast delivery available
ZONE02112,New York,77802,Residential Zone,6.44,15.66,9 AM - 9 PM,ADMIN02472,False,Newly added zone
ZONE05389,New York,46194,Business District,9.12,10.36,9 AM - 9 PM,ADMIN02907,True,Low delivery fee zone
ZONE08356,Houston,62910,Suburban Area,7.45,3.61,9 AM - 9 PM,ADMIN02433,False,Premium delivery zone
ZONE01034,Phoenix,63047,Rural Zone,9.6,1.35,9 AM - 9 PM,ADMIN02514,True,Fast delivery available
ZONE05145,Phoenix,61626,Business District,11.32,15.96,9 AM - 9 PM,ADMIN02314,True,Premium delivery zone
ZONE07106,Los Angeles,54616,Residential Zone,5.15,2.11,9 AM - 9 PM,ADMIN02968,True,Fast delivery available
ZONE06473,Houston,40757,Residential Zone,11.06,4.71,9 AM - 9 PM,ADMIN02923,True,Premium delivery zone
ZONE09788,New York,74357,Business District,10.3,16.66,9 AM - 9 PM,ADMIN02264,False,Low delivery fee zone
ZONE04981,Chicago,76347,Rural Zone,2.97,11.26,9 AM - 9 PM,ADMIN02357,False,Low delivery fee zone
ZONE05911,Houston,40026,Downtown Zone,10.8,8.48,9 AM - 9 PM,ADMIN02034,True,Fast delivery available
ZONE01037,Phoenix,87761,Residential Zone,6.44,4.86,9 AM - 9 PM,ADMIN02243,False,Newly added zone
ZONE00030,Houston,40095,Rural Zone,14.58,16.41,9 AM - 9 PM,ADMIN02291,True,Low delivery fee zone
ZONE06959,Los Angeles,16713,Residential Zone,6.8,11.91,9 AM - 9 PM,ADMIN02691,True,Fast delivery available
ZONE02649,Chicago,60300,Rural Zone,13.46,1.03,9 AM - 9 PM,ADMIN02915,False,Newly added zone
ZONE03687,Houston,47806,Rural Zone,7.72,5.96,9 AM - 9 PM,ADMIN02853,True,Newly added zone
ZONE07676,Chicago,34796,Downtown Zone,3.51,2.72,9 AM - 9 PM,ADMIN02719,False,Low delivery fee zone
ZONE04853,Chicago,83910,Suburban Area,12.95,3.39,9 AM - 9 PM,ADMIN02645,True,Low delivery fee zone
ZONE01381,Chicago,46111,Rural Zone,4.56,1.82,9 AM - 9 PM,ADMIN02070,True,High demand area
ZONE02740,Phoenix,31093,Suburban Area,2.71,2.79,9 AM - 9 PM,ADMIN02612,True,Newly added zone
ZONE04849,New York,70771,Suburban Area,9.29,19.41,9 AM - 9 PM,ADMIN02242,False,Low delivery fee zone
ZONE05858,New York,82598,Rural Zone,4.03,9.52,9 AM - 9 PM,ADMIN02476,False,Premium delivery zone
ZONE04829,Los Angeles,46256,Business District,4.01,19.31,9 AM - 9 PM,ADMIN02587,False,Low delivery fee zone
ZONE01854,Houston,16897,Residential Zone,1.55,17.75,9 AM - 9 PM,ADMIN02396,False,Low delivery fee zone
ZONE01137,Houston,70053,Suburban Area,9.95,14.41,9 AM - 9 PM,ADMIN02960,False,Low delivery fee zone
ZONE07007,New York,11136,Business District,0.72,17.9,9 AM - 9 PM,ADMIN02242,True,Premium delivery zone
ZONE07527,Los Angeles,39372,Business District,10.7,16.65,9 AM - 9 PM,ADMIN02783,True,Premium delivery zone
ZONE07876,Chicago,40767,Suburban Area,7.29,13.19,9 AM - 9 PM,ADMIN02628,True,Premium delivery zone
ZONE03941,Chicago,81759,Downtown Zone,5.51,5.36,9 AM - 9 PM,ADMIN02019,True,Newly added zone
ZONE07855,New York,48718,Residential Zone,0.69,1.62,9 AM - 9 PM,ADMIN02600,True,High demand area
ZONE04323,Los Angeles,73624,Rural Zone,8.27,13.49,9 AM - 9 PM,ADMIN02320,True,Low delivery fee zone
ZONE01583,Chicago,19213,Residential Zone,5.57,6.26,9 AM - 9 PM,ADMIN02144,True,Premium delivery zone
ZONE00442,Phoenix,50701,Suburban Area,8.33,7.81,9 AM - 9 PM,ADMIN02173,False,Newly added zone
ZONE05459,Chicago,23274,Rural Zone,7.95,12.3,9 AM - 9 PM,ADMIN02054,False,Newly added zone
ZONE08359,Phoenix,69409,Residential Zone,14.18,17.15,9 AM - 9 PM,ADMIN02164,False,Low delivery fee zone
ZONE04029,Phoenix,10542,Residential Zone,0.31,16.28,9 AM - 9 PM,ADMIN02188,True,Newly added zone
ZONE08561,New York,26182,Suburban Area,14.4,17.98,9 AM - 9 PM,ADMIN02954,True,High demand area
ZONE00857,Chicago,77662,Downtown Zone,9.36,9.81,9 AM - 9 PM,ADMIN02850,False,Fast delivery available
ZONE05994,Los Angeles,45000,Residential Zone,9.3,14.15,9 AM - 9 PM,ADMIN02285,True,Fast delivery available
ZONE07786,Phoenix,93595,Business District,5.06,7.93,9 AM - 9 PM,ADMIN02651,False,Fast delivery available
ZONE01804,New York,97468,Rural Zone,9.83,2.71,9 AM - 9 PM,ADMIN02247,False,High demand area
ZONE07634,Los Angeles,67081,Rural Zone,10.06,2.7,9 AM - 9 PM,ADMIN02884,False,Fast delivery available
ZONE01131,Phoenix,44927,Suburban Area,14.73,6.59,9 AM - 9 PM,ADMIN02361,True,Fast delivery available
ZONE00280,Houston,17806,Business District,5.4,4.39,9 AM - 9 PM,ADMIN02651,True,High demand area
ZONE01234,Houston,36597,Suburban Area,8.6,16.4,9 AM - 9 PM,ADMIN02953,False,Fast delivery available
ZONE04119,New York,29996,Downtown Zone,5.41,3.66,9 AM - 9 PM,ADMIN02509,True,High demand area
ZONE07590,Houston,62918,Business District,9.09,18.78,9 AM - 9 PM,ADMIN02595,True,Premium delivery zone
ZONE07068,New York,99854,Downtown Zone,11.17,18.22,9 AM - 9 PM,ADMIN02295,True,Fast delivery available
ZONE06231,New York,38186,Rural Zone,14.02,11.44,9 AM - 9 PM,ADMIN02851,False,High demand area
ZONE08153,Houston,26109,Suburban Area,5.53,1.78,9 AM - 9 PM,ADMIN02726,True,Newly added zone
ZONE00235,Houston,51060,Suburban Area,0.83,17.1,9 AM - 9 PM,ADMIN02784,False,Low delivery fee zone
ZONE06373,New York,89708,Rural Zone,0.7,17.69,9 AM - 9 PM,ADMIN02854,True,High demand area
ZONE09611,Los Angeles,92831,Rural Zone,3.0,14.29,9 AM - 9 PM,ADMIN02053,True,High demand area
ZONE02286,New York,90176,Business District,0.14,16.35,9 AM - 9 PM,ADMIN02196,True,Premium delivery zone
ZONE06906,Chicago,50794,Rural Zone,4.53,5.03,9 AM - 9 PM,ADMIN02603,False,Fast delivery available
ZONE05682,Phoenix,66088,Residential Zone,2.91,14.1,9 AM - 9 PM,ADMIN02850,True,Fast delivery available
ZONE08910,Houston,77693,Suburban Area,3.33,2.18,9 AM - 9 PM,ADMIN02495,True,Fast delivery available
